allGfishSid	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
id294	29.43396226	40.75471698	17.73584906	30.56603774	27.9245283	18.11320755	9.056603774	50.94339623	27.9245283	33.96226415	7.924528302	43.01886792	31.69811321	20	16.60377358	108.3018868	19.24528302	26.03773585	5.660377358	26.03773585	35.8490566	11.32075472	7.547169811	21.88679245	84.1509434	22.64150943	10.18867925	12.45283019	82.64150943	24.90566038	13.58490566	0	76.22641509	30.94339623	7.924528302	19.62264151	26.03773585	22.64150943	6.037735849	21.88679245	30.94339623	21.13207547	5.283018868	14.33962264	25.66037736	13.96226415	6.79245283	27.9245283	15.09433962	10.56603774	4.528301887	23.77358491	28.30188679	15.8490566	7.169811321	23.01886792	38.11320755	10.56603774	15.8490566	21.50943396	49.43396226	24.52830189	21.13207547	35.47169811	52.83018868	16.22641509	33.20754717	76.22641509	40	8.301886792	30.94339623	14.71698113	63.39622642	2.264150943	48.67924528	9.056603774	50.18867925	8.301886792	44.1509434	23.77358491	66.03773585	7.169811321	70.56603774	34.71698113	108.3018868	9.811320755	50.18867925	53.96226415	150.1886792	18.11320755	64.52830189	28.67924528	166.7924528	10.56603774	72.83018868	11.69811321	13.20754717	3.773584906	18.86792453	4.905660377	12.45283019	8.301886792	35.8490566	7.169811321	32.83018868	7.547169811	22.26415094
id295	0	28.89017341	21	0	6.936416185	29.04624278	23	10	0	9.468208092	16	11	0	9	18	0	0	7	28.89017341	7	0	0	9.578034682	1	0	5	7	11	0	9	15	0	0	5	5	2	9.826589595	0	1	4	9.248554913	8.670520231	1	0	0	0	1	16	6.358381503	6.936416185	0	1	8.092485549	28.9017341	6.936416185	0	0	0	0.578034682	23	19.78034682	7.514450867	13	8	48.43352601	17	6.89017341	0	0	3	0	0	106.2947977	6	31	0	65	5	26	0	91	4	21.15606936	6	27	9	23.46820809	4	48	0	21.20231214	0	51	13	27.20231214	0	8	0	8	0	3	1.156069364	22	0	3	0	19
id296	0	4.528301887	6.037735849	0.754716981	0	1.886792453	0	15.8490566	3.396226415	5.283018868	2.641509434	10.56603774	1.886792453	0	5.283018868	7.169811321	0	1.886792453	2.264150944	6.037735849	0	0	1.509433962	3.773584906	1.886792453	3.018867925	1.886792453	12.45283019	0	1.132075472	12.83018868	0	0	4.150943396	2.264150944	3.018867925	0	0.377358491	1.509433962	3.396226415	0	0.754716981	0.377358491	4.150943396	0	1.132075472	0	9.056603774	0	0	0.377358491	4.905660378	3.396226415	0	0	1.886792453	0	0	0.377358491	2.264150943	3.396226415	1.886792453	0	3.018867925	0	0.377358491	1.132075472	1.886792453	0	1.132075472	3.018867925	2.264150943	14.71698114	1.132075472	9.811320755	1.509433962	21.88679246	1.132075472	12.0754717	1.132075472	24.1509434	1.132075472	35.09433962	0.377358491	7.169811321	0.377358491	6.79245283	1.509433962	13.20754717	2.641509434	13.20754717	0	8.301886792	3.018867925	6.41509434	0	3.396226415	0	2.264150944	1.132075472	4.905660377	0.754716981	21.88679245	1.886792453	3.773584906	0	11.69811321
id297	4.528301887	0.754716981	1.886792453	3.396226415	1.886792453	2.264150943	3.396226415	7.547169811	0	2.641509434	3.018867925	9.056603774	0	0.377358491	1.132075472	0	2.641509434	0	4.905660377	6.41509434	3.396226415	0	1.886792453	3.396226415	3.396226415	0	2.264150943	5.660377358	3.773584906	0	2.641509434	0	6.41509434	0	1.886792453	8.679245283	4.150943396	0	0.754716981	10.56603774	2.641509434	0	0	8.679245283	6.79245283	0	1.509433962	12.83018868	1.132075472	0	0	7.547169811	3.018867925	0	1.509433962	10.94339623	0.754716981	0	0	9.056603774	3.018867925	2.641509434	0	4.150943396	10.56603774	0	11.32075472	1.509433962	0	0	1.132075472	1.132075472	0	0	14.33962264	0.377358491	0	0	7.169811321	1.886792453	2.264150943	0.754716981	9.811320755	2.264150943	2.641509434	1.509433962	6.79245283	2.264150943	0	3.396226415	6.037735849	1.132075472	6.79245283	3.018867925	4.150943396	0	0	0	7.169811321	0.754716981	0	0	7.169811321	0.754716981	0	0	3.018867925
id298	195	12	69.47619048	443.7142857	252	6	87.42857143	364.047619	199	22	163	765.6666667	205	3	95.42857143	92.95238095	205	4	78.42857143	269.8095238	189	2	56	229.952381	399	4	39.42857143	193.3809524	282.4285714	2	84.42857143	31	370.952381	0	29	188.8571429	91	0	18	278.952381	215	1	11	272.9047619	122.9047619	1	14	304	86	0	16	100	266.4761905	4	5	103	268	2	21.47619048	122	192	0	17	294	134	24	162.4761905	288	0	14	410	368	41	25	241.952381	350	15	20	279	314	20	27	304	127	6	26	210	85.95238095	7	36	259	60	19	72	188	333	13	7	107	692	10	5	167	364.4761905	3	5	187.4761905
id299	491.1944445	3060.694444	671.9722223	518.0555556	805.9722222	840.5833333	664.9444444	1198.944444	407.1944444	3465.027777	1999.194444	1121.361111	125.8055556	1434.333333	1254.166667	611.1111112	12.11111111	1342.666667	688.3333334	388.1111111	591.1111111	678.6111111	486.1111111	290.9722222	1152.361111	1929.472223	874.4444444	341.6666667	1458	1485.333333	840.4166666	103.4722222	1993.25	815.9722222	908.3888888	605.0000001	504.8888889	117.3611111	879.4722222	1314.5	200.9722222	296.5277778	714.1944445	1166.888889	137.25	80.55555556	1001.833333	1070.444445	27.08333334	304.1666667	1179.138889	1218.416667	274.8333334	350.6944445	209.1666667	785.5555556	320.3888889	422.9166667	1656.083333	895.1388888	426.6111112	465.2777778	347.75	304.1666667	283.3888889	449.1388889	355.1666666	357.6388888	709.0277777	227.3055556	295.1388889	131.0555556	678.3888889	71.52777778	539.5833333	47.58333334	2578.222222	121.8333333	455.5555555	71.88888889	2960.944445	205.3888889	529.8611111	70.72222222	740.9722222	176.3055556	396.8333333	87.58333332	1039.583333	316.25	523.1388889	52.75	814.9444444	287	310.7222222	41.27777778	179.1666666	67.27777777	65.58333333	38.11111111	25	115.6388889	86.72222222	44.36111111	210.4166666	82.30555555	92.36111112
id3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	2	0	0	1	0	0	0	0	1	1	155	14	0	8	0	0	0	13	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	9	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	121	0	0	5	5	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0
id30	2	0	0	470	51	26	0	0	4	0	6	0	0	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	49	0	1	0	1	1	0	0	46	0	0	0	15	0	0	12	83	0	5	0	6	0	4	0	2	0	4	0	16	0	0	0	701	0	0	131	0	0	0	95	0	11	0	0	0	0	0	0	0	0	0	87	1	0	0	3	0	0	0	6	0	0	0	0	0	0	0	65	0	0	0	14	0	7	0	0	0
id300	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	90.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id301	1.333333333	0	0	0	0.666666667	0	0	6	0	0	0	10	0	0	0	0.666666667	0	0	0	9.333333333	7.333333333	0	0	1.333333333	9.333333333	0	0	5.333333333	7.333333333	0	0	0	16.66666667	0	0	4.666666667	2.666666667	0	0	0	11.33333333	0	0	0	2.666666667	0	0	0	6.666666667	0	0	7.333333333	2.666666667	0	0	2.666666667	0	0	0	2	10	0	0	1.333333333	16	0	0	22	0	0	0	0	0	0	6	0	2	0	7.333333333	0	0	0	12.66666667	0	0	0	0.666666667	0	2	0	6.666666667	0	8.666666667	0	4	0	0	0	3.333333333	0	0.666666667	0	4	0	0	0	0
id302	6.333333334	9.166666667	0.666666667	0	13.66666667	2.5	1.5	0	6.333333333	11.16666666	3	0.833333333	41.16666667	12.5	0.833333333	0	60.33333334	10	2	1	36	10.66666667	0.666666667	0	37.33333333	20.66666667	0.666666667	0	25	15.16666667	2.5	0	35.16666666	29.66666667	0.833333333	0	8.999999999	3	1	0	5.5	3.833333333	0.833333333	0	2.5	3.833333333	1.5	0	6.833333333	3.166666667	1.5	0.666666667	9.333333333	3.166666667	1.333333333	0	16.33333333	3.833333333	0	1.333333333	5.833333334	5.333333333	3.333333333	1.5	6	5	0.166666667	0	7.166666667	1.666666667	0.166666667	1.500000001	4	0.5	1.5	2	4.5	0.333333333	0.333333333	1.500000001	2.833333333	1	3.166666666	0.5	2.666666667	1	0.5	0.5	3.333333333	1.666666667	1.166666667	0.333333333	2.666666667	0.5	0.666666667	1.666666667	1	0	1	1.5	5.666666666	1	2.666666667	4	0.333333333	0	1.166666667
id303	1.666666667	0.833333333	8.333333333	16.16666667	5.333333333	0	7.5	75.83333334	0.666666667	7.5	15	85.66666666	0	0	2.5	29.16666666	4.166666667	0	9.166666667	32.5	0	2.5	8.333333333	16	2.5	0	17.5	14.66666667	1.666666667	0	10.83333333	55.83333333	9.333333334	0	3.333333333	40.5	0.333333333	0	4.166666667	43.83333334	4.333333333	0	0	23.83333333	3.333333333	0	0.833333333	50.33333333	0	0	0	15	5	0	0	15.33333333	1.666666667	0	3.333333333	2.666666667	11	0	0	22.16666667	4.166666667	0	10	9.166666667	0	3.333333333	3.333333333	1.666666667	8.333333333	0	34.16666667	0	1.666666667	1.666666667	43	0	15.16666667	0	66.16666667	1.666666667	5.833333333	2.5	34.83333333	0.833333333	5.833333333	4.166666667	30.66666666	0	0	0	49.5	0	0	0.833333333	29.83333334	0	0	0	31.66666667	0	0	0	16.66666667
id304	102	0	5.5	10	70.5	0.5	2	0	43	1.5	0	0	15	0	1.5	0	32.5	0.5	0.5	5	62	0	6.5	5.5	16	0	0	0	17.5	0	0	0	11.5	0	0	10.5	2.5	0	0	6.5	32	0	0	5	26.5	0	0	6	7	0	0	0	19	0	0	0	13	0	0	0	12	0	0	16.5	3	0	9	0	0	0	1	524.5	15.5	0	0	639	12.5	0	0	1006	24	0	0	1123.5	7	0	0.5	1225.5	1.5	0	0	648	2.5	0	8	43	76.5	0	15	40.5	316	0	1.5	27	260	0	6
id305	0	0	0	0	3.5	0	0	0	3	0	4.5	0	0	0	0	0	6.5	0	0	0	3	0	0	0.5	3.5	0	0	0	3	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	15	0	0	0	18	0	0	0	1.5	0	0.5	0	1.5	0	0	0	0	0	0	0	9	0	0	0	12.5	0	0	0	12.5	0	0	0
id306	168.8	42.4	4	56.8	164.8	28	5.6	12.8	132.8	56.8	15.2	29.6	133.6	25.6	4	24.8	604	27.2	1.6	13.6	277.6	18.4	0	22.4	315.2	35.2	7.2	3.2	263.2	24	3.2	30.4	173.6	77.6	2.4	8	92.8	40	8.8	15.2	86.4	48	0	8.8	58.4	24	0	12.8	69.6	30.4	8	38.4	131.2	63.2	0	20.8	247.2	26.4	0.8	36	105.6	104	11.2	12.8	63.2	4.8	4	107.2	80.8	3.2	0	109.6	36.8	0	10.4	102.4	48	5.6	16	107.2	44	1.6	26.4	62.4	24	2.4	15.2	52	12	0	19.2	33.6	16	0	18.4	200	25.6	0	36.8	265.6	92.8	0	75.2	199.2	60	0	46.4
id307	25.92592593	4.444444444	5.185185185	22.22222222	28.14814815	4.814814815	8.888888889	37.4074074	14.81481481	3.333333333	24.81481481	50.37037037	8.148148148	2.222222222	5.555555556	22.22222222	51.85185186	1.481481481	5.925925926	34.81481481	18.51851852	0	4.444444444	14.07407407	36.66666667	1.481481481	15.92592593	12.22222222	27.03703703	1.111111111	18.51851852	0	35.18518518	5.555555556	9.62962963	31.48148148	12.59259259	0	5.925925926	27.77777778	15.55555556	0	1.481481481	31.85185185	12.96296296	5.185185185	2.592592593	32.59259259	8.888888889	0.37037037	2.962962963	21.48148148	11.11111111	1.111111111	0.740740741	27.77777778	22.96296296	0	2.222222222	23.70370371	17.4074074	0.740740741	4.444444444	12.22222222	19.62962963	2.592592593	15.18518519	5.925925926	0	1.851851852	8.148148148	3.703703704	13.7037037	0.37037037	31.48148148	3.703703704	15.92592592	2.962962963	25.92592593	3.333333333	8.148148148	2.222222222	29.25925926	2.222222222	7.037037037	2.592592593	18.88888889	3.333333333	19.25925926	8.148148148	32.59259259	3.703703704	24.44444444	3.703703704	25.18518519	2.222222222	0	0	15.55555556	3.703703704	2.962962963	0.37037037	20.74074074	2.962962963	0	0.37037037	24.07407408
id308	6.666666667	5	12.5	15.83333333	4.166666667	10.83333333	18.33333334	3.333333333	0	5.833333333	31.66666667	35.83333334	0	1.666666667	16.66666667	0	0	5	16.66666667	30.83333334	5	7.5	13.33333333	20.83333333	18.33333333	0	12.5	36.66666667	7.5	0.833333333	12.5	0	23.33333333	0	7.5	18.33333333	5.833333333	0	6.666666667	0.833333333	10	0	2.5	1.666666667	10	0	2.5	2.5	0	0	0	3.333333333	6.666666667	10	0	1.666666667	10.83333333	8.333333333	0	5.833333333	12.5	5	0	3.333333333	8.333333333	1.666666667	5.833333334	0	0	0.833333333	0.833333333	0	15.83333333	4.166666666	95	6.666666667	10.83333333	6.666666667	101.6666667	2.5	2.5	3.333333333	44.16666666	1.666666667	10.83333333	3.333333334	34.16666667	4.166666667	19.16666667	25.83333334	66.66666666	4.166666667	17.5	7.5	37.5	0.833333333	0	0	14.16666667	3.333333333	0	1.666666667	20.83333334	2.5	0	0	7.5
id309	5.172413793	7.931034483	3.448275862	0	0.344827586	18.62068966	7.24137931	0	2.75862069	14.13793104	0	0	5.517241379	24.13793104	0	0	11.72413793	61.72413793	3.103448275	0	11.72413793	64.13793103	2.068965517	0	18.96551724	40.34482758	0	0	7.586206897	45.51724137	0	0	8.620689655	63.44827586	0	0	36.89655173	395.1724138	0	0	11.03448276	282.4137931	1.724137931	0	17.24137931	265.5172414	1.034482759	0	31.37931035	175.8620689	4.137931035	0	21.37931035	226.5517242	1.034482759	0	16.55172413	170.6896552	1.034482759	0	3.448275862	344.1379311	2.758620689	0	17.93103448	0.344827586	0.344827586	23.44827586	154.137931	0.689655172	0	0	24.48275862	0	0	0	7.931034482	0	0	0	2.413793104	0	0	0	38.27586207	1.034482759	0.689655172	0	0	0	1.724137931	0	0	3.103448276	0.344827586	0	0	0.344827586	0	0	0	0.344827586	1.034482759	0	0	0	0.344827586
id31	23	59	4	30	18	14	18	12	6	4	14	357	132	158	7	52	117	0	34	716	190	21	47	86	190	0	24	4	38	8	20	0	32	1	46	134	413	20	151	87	227	15	6	0	301	40	164	0	58	54	96	187	13	11	6	68	27	63	42	3	151	62	130	74	57	48	1	32	33	79	104	1	0	18	22	3	2	15	0	2	6	10	4	21	0	26	6	0	9	21	5	15	10	39	2	17	3	33	0	4	5	71	1	39	2	53	0
id310	0.651465798	0	0	0	0.325732899	0	0	0	0.651465798	0	0	0	1.628664495	0	0	0	3.908794788	0	0	0	3.25732899	0	0	0.977198697	3.583061889	0	0	0	2.605863192	0	0	0	0.977198697	0	0	0	0	0	0	0	1.628664495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977198697	0	0	0	0	0	0	3.25732899	0	0	0	5.863192182	0	0	0	2.605863192	0	0	0	2.280130293	0	0	0	1.302931596	0	0	0	7.491856678	0	0	0	14.33224756	0	0	0	19.86970684	0	0	1.302931596	27.03583062	0	0	0
id311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2458.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id312	36.66666667	0	0	0	30	0	0	0	73.33333333	0	0	0	1.666666667	0	0	0	296.6666667	0	0	0	15	0	0	0	355	0	1.666666667	0	0	0	0	0	3.333333333	0	23.33333333	0	111.6666667	8.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.33333333	0	0	0	0	0	0	0	1.666666667	0	0	0	0	0	0	1.666666667	0	0	0	0	0	0	0	1.666666667	0	0	0	1.666666667	0	0	0	451.6666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	0	0	0	0
id313	16.66666667	0	0	8.333333333	5	0	1.666666667	1.666666667	10	0	1.666666667	11.66666667	25	0	1.666666667	1.666666667	6.666666667	0	1.666666667	26.66666667	11.66666667	1.666666667	5	3.333333333	35	0	0	108.3333333	6.666666667	0	6.666666667	0	13.33333333	0	6.666666667	31.66666667	1.666666667	0	0	1.666666667	13.33333333	0	1.666666667	11.66666667	21.66666667	0	10	10	10	0	10	5	43.33333333	0	0	13.33333333	1.666666667	0	0	0	11.66666667	0	3.333333333	63.33333333	0	0	16.66666667	3.333333333	0	1.666666667	0	0	1.666666667	1.666666667	11.66666667	0	0	23.33333333	16.66666667	0	0	15	10	0	0	6.666666667	28.33333333	5	0	11.66666667	16.66666667	3.333333333	0	1.666666667	10	0	0	26.66666667	3.333333333	0	0	25	1.666666667	0	0	166.6666667	3.333333333
id314	1.666666667	10	3.333333333	0	0	1.666666667	0	0	0	0	0	0	0	1.666666667	0	0	3.333333333	0	1.666666667	0	0	1.666666667	0	0	0	0	0	0	8.333333333	3.333333333	0	0	5	3.333333333	0	0	3.333333333	1.666666667	0	0	0	3.333333333	0	0	1.666666667	1.666666667	3.333333333	0	0	625	0	0	8.333333333	15	0	0	1.666666667	3.333333333	1.666666667	0	5	1.666666667	0	0	0	0	0	1.666666667	10	1.666666667	0	3.333333333	5	1.666666667	1.666666667	3.333333333	1.666666667	3.333333333	0	0	5	5	3.333333333	6.666666667	0	1.666666667	3.333333333	1.666666667	0	5	0	0	0	3.333333333	1.666666667	6.666666667	1.666666667	1.666666667	13.33333333	0	1.666666667	0	6.666666667	5	0	1.666666667	0
id315	3.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.666666667	0	0	0	1.666666667	5	0	0	138.3333333	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	1.666666667	1.666666667	0	0	0	0	13.33333333	0	1.666666667	0	0	0	0	0	1.666666667	0	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	8.333333333	0	0	0	0	71.66666667	0	0	0	68.33333333	0	0	0	21.66666667	0	0	0	8.333333333	0	0	0	0	0	0	0	0	0	0	0	110	0	0	1.666666667	71.66666667	0	0	0	328.3333333	0	0	13.33333333
id316	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	0	0	3.333333333	0	0	0	11.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.666666667	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	1.666666667	0	0	0	0	0	0	0	0	0	0	0	346.6666667	0	0	0	236.6666667	0	0	0	490	0	0	0
id317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	0	0	1.666666667	1.666666667	0	0	0	0	0	0	0	15	0	0	1.666666667	0	0	0	0	11.66666667	0	0	1.666666667	0	0	1.666666667	0	0	1.666666667	0	0	0	5	0	0	8.333333333	0	0	0	16.66666667	3.333333334	1.666666667	0	0	3.333333333	0	0	1.666666667	0	0	0	3.333333333	0	0	0	0	0	0	98.33333333	0	0	0	76.66666667	0	0	1.666666667	161.6666667	1.666666667	8.333333333	0	245	3.333333333	1.666666667	0	170	0	8.333333334	6.666666667	193.3333333	0	0	0	30	0	0	0	8.333333333	0	0	0	175
id318	510	35	0	0	115	11.66666667	18.33333333	0	123.3333333	36.66666667	11.66666667	1.666666667	166.6666667	53.33333333	0	0	90	21.66666667	0	5	120	20	0	0	151.6666667	65	3.333333333	0	91.66666667	46.66666667	3.333333333	0	126.6666667	30	0	0	70	13.33333334	1.666666667	5	100	11.66666667	3.333333333	0	90	15	0	0	26.66666667	110	3.333333333	1.666666667	30	83.33333334	3.333333333	0	41.66666667	25	8.333333333	10	108.3333333	0	5	0	306.6666667	0	1.666666667	88.33333333	1.666666667	3.333333333	0	0	0	0	10	0	3.333333333	5	15	0	0	5	10	5	0	1.666666667	1.666666667	6.666666667	0	1.666666667	5	0	0	0	1.666666667	0	1.666666667	8.333333334	1.666666667	0	0	10	0	0	0	0	0
id319	2.857142857	31.42857143	684.2857143	0	1.428571429	14.28571429	175.7142857	15.71428571	4.285714286	55.71428571	238.5714286	11.42857143	22.85714286	4.285714286	115.7142857	8.571428571	38.57142857	2.857142857	97.14285714	0	0	10	111.4285714	2.857142857	8.571428571	10	257.1428571	21.42857143	7.142857143	15.71428571	84.28571429	0	1.428571429	5.714285714	78.57142857	30	0	1.428571429	12.85714286	0	0	8.571428571	37.14285714	0	0	4.285714286	50	14.28571429	88.57142857	174.2857143	20	8.571428571	40	40	32.85714286	2.857142857	4.285714286	11.42857143	50	0	2.857142857	0	118.5714286	8.571428571	7.142857143	215.7142857	7.142857143	7.142857143	44.28571429	118.5714286	2.857142857	2.857142857	25.71428571	84.28571429	0	15.71428571	54.28571429	335.7142857	0	0	52.85714286	342.8571429	0	88.57142857	37.14285714	170	4.285714286	130	55.71428571	202.8571429	45.71428571	0	22.85714286	270	28.57142857	20	32.85714286	10	8.571428571	10	12.85714286	61.42857143	14.28571429	24.28571429	15.71428571	51.42857143	2.857142857
id32	5	0	0	969	12	40	2	0	4	3	5	5	14	0	4	122	73	109	0	146	229	2	39	148	48	1	6	0	17	2	5	0	2	2	27	83	6	9	50	850	0	0	28	1	97	4	125	0	19	8	26	0	37	6	0	252	141	266	473	0	714	1	85	7	39	4	17	61	0	10	0	0	0	0	1	0	0	0	1	1	0	7	0	3	0	10	14	1	0	0	0	0	0	7	0	1	2	0	0	0	1	8	0	21	2	22	0
id320	541.4285714	4507.142857	7860	311.4285714	382.8571429	5765.714286	2360	3342.857143	630	4068.571429	4251.428571	1960	5684.285714	3025.714286	26048.57143	808.5714285	9344.285714	607.1428571	30395.71429	397.1428571	84.28571429	1782.857143	37018.57143	617.1428571	877.1428571	1005.714286	14097.14286	1277.142857	425.7142857	1484.285714	7104.285714	0	74.28571429	1065.714286	5172.857142	3845.714286	82.85714286	170	781.4285714	1434.285714	84.28571428	108.5714286	2288.571429	2622.857143	212.8571428	244.2857143	4878.571429	9597.142857	3140.000001	54.28571429	5210	7748.571428	1987.142857	6237.142857	2551.428571	8528.571428	634.2857143	5745.714286	1437.142858	11775.71429	6172.857143	54.28571429	4274.285714	6077.142858	1757.142857	13298.57143	6748.571429	2268.571429	15148.57143	15527.14286	12521.42857	3068.571428	37660	8000.000001	2354.285714	791.4285714	28585.71429	4825.714286	1185.714286	880	32071.42857	6590	1118.571429	10745.71429	39167.14285	3262.857143	2327.142858	17295.71429	38225.71428	2135.714286	7718.571429	13181.42857	40057.14285	4341.428571	10850	389.9999999	40058.57143	1962.857143	2344.285714	238.5714286	40461.42857	6551.428572	1917.142857	520	37968.57143	4624.285715	1701.428571
id321	358.5714285	374.2857143	2237.142857	660	154.2857143	318.5714286	1481.428571	710	328.5714286	285.7142857	1174.285714	802.8571429	1158.571429	155.7142857	1755.714286	1785.714286	2100	54.28571429	1954.285714	1498.571429	44.28571429	242.8571428	1912.857143	1377.142857	579.9999999	78.57142857	2560	2814.285714	261.4285714	134.2857143	354.2857143	185.7142857	11.42857143	64.28571429	435.7142857	3598.571428	47.14285714	38.57142857	395.7142857	594.2857143	71.42857144	98.57142857	378.5714286	1185.714286	87.14285715	51.42857143	647.1428571	3952.857143	1520	7.142857144	331.4285714	682.8571429	800	351.4285715	532.8571429	2501.428572	174.2857143	294.2857143	877.1428571	4504.285714	868.5714287	122.8571429	747.1428571	1461.428571	527.1428571	1634.285714	595.7142857	1342.857143	951.4285714	702.8571429	602.8571428	397.1428571	1962.857143	1051.428571	2025.714286	302.8571428	2105.714286	3805.714285	2034.285715	494.2857143	2362.857143	3895.714286	2991.428571	807.1428571	2931.428572	1342.857143	5727.142857	1047.142857	1694.285714	2035.714286	5511.428571	494.2857142	1680	2107.142857	4831.428571	397.1428571	1905.714286	631.4285715	7265.714285	561.4285715	1858.571429	1728.571429	9825.714286	734.2857142	1505.714286	1137.142857	2637.142857
id322	0	22.85714286	0	11.42857143	1.428571429	15.71428571	2.857142857	0	0	2.857142857	1.428571429	0	0	48.57142857	2.857142857	598.5714286	1.428571429	1.428571429	7.142857143	0	0	0	0	215.7142857	0	7.142857143	1.428571429	0	0	0	0	0	1.428571429	0	0	1.428571429	0	0	0	0	0	0	0	12.85714286	0	0	2.857142857	0	0	0	0	2.857142857	1.428571429	0	0	1.428571429	0	8.571428571	0	0	0	0	0	0	0	2.857142857	0	0	4.285714286	0	1.428571429	0	80	0	1.428571429	0	27.14285714	11.42857143	0	0	51.42857143	1.428571429	4.285714286	14.28571429	1.428571429	38.57142857	7.142857143	22.85714286	1.428571429	17.14285714	1.428571429	70	4.285714286	45.71428571	11.42857143	1.428571429	12.85714286	1.428571429	0	4.285714286	4.285714286	0	0	1.428571429	5.714285714	0	10
