ITS2_metazoa_luluotu_filt	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
ITS_Zotu189	0	0	0	0	29	61	8	0	0	1	106	21	1	1	0	0	0	0	114	0	1	0	0	3	0	0	3	0	1	4	41	9	1	47	1	0	2	75	56	0	0	54	248	1	0	461	0	0	45	32	70	0	2	35	19	0	4	29	34	0	114	3177	2280	692	23	425	24	6	6	14	12	4	5	3	25	10	0	9	18	2	50	113	0	210	8	18	137	6	3	193	21	4	64	36	20	5	0	0	0	4	0	0	0	21	0	0	0
ITS_Zotu138	7	7	20	9	5	3	18	12	4	14	0	7	11	10	4	5	7	7	14	20	4	5	9	28	139	0	7	17	1949	0	12	4	181	139	10	412	92	3	2	14	20	3	25	18	47	1	1	2	33	0	0	3	75	7	0	2	17	0	0	2	124	5	1	101	0	0	50	0	29	37	196	521	147	2	33	203	15	82	228	382	134	1	265	162	16	120	112	88	10	6	47	183	11	57	52	119	12	4	161	363	218	189	1197	64	43	82	77
ITS_Zotu127	81	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	37	0	0	4	10	0	0	0	1002	0	0	0	2	0	0	1	1	0	0	0	8	0	3	0	14	0	0	0	2	0	0	0	27	0	0	1	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	11	6	6	0	0	0	12	0	0	0	4740	0	0	4	2554	0	0	0	19	0	0	0	740	0	0	34	6	0	0	0	7	0	11	5	38	0	1	0
ITS_Zotu121	1	0	0	0	86	34	0	0	9	0	37	0	5	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	416	0	0	0	5	0	0	0	278	0	0	0	62	0	0	47	761	0	27	0	21	0	2	0	8	0	4	0	62	0	2	0	4661	0	0	2373	0	0	0	148	0	0	0	0	0	0	0	2	0	0	0	381	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	194	0	0	0	100	0	0	0	2	0
ITS_Zotu152	1	27	0	21	0	550	1	10	1	20	2	4	8	20	3	22	15	398	0	17	0	60	2	143	0	17	117	6	26	27	1873	2	13	4	187	5	10	13	103	14	0	3	89	4	2	6	73	0	0	16	74	1	5	0	0	5	0	1	1	0	61	0	0	263	27	57	148	43	84	69	174	54	119	15	8	81	28	31	8	178	47	11	34	402	258	590	49	460	37	306	107	450	604	485	144	55	0	70	25	42	16	0	42	23	16	20	5
ITS_Zotu118	3	14	20	11	131	8	6	0	1	52	19	46	33	24	4	1	7	705	3	0	5861	12	604	84	4	15	17	0	9	20	9	0	3	0	23	0	4	16	738	0	1	0	13	0	8	1	270	0	28	1	21	0	50	11	0	0	49	10	0	12	2	130	41	0	0	0	0	2	13	8	0	0	21	0	1	0	193	0	0	0	4	7	0	0	2	0	0	2	0	2	12	0	2	109	0	0	1	12	0	0	62	220	0	0	0	2	0
ITS_Zotu124	2	8198	0	0	0	118	0	0	22	194	0	0	3	106	3	0	2	13	0	0	3	134	0	1	0	95	144	0	0	78	0	0	0	267	4	0	0	0	0	0	0	0	0	0	0	204	1	1	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	1	0	1	2	0	0	6	0	0	0	3	3	0	0	156	0	0	0	8	0	0	1	1	1	0	9	16	34	0	0	35	1	0	0	0	0	0	0	3	0	0	0	1	0
ITS_Zotu128	21	0	4	14	26	0	8	3	31	1	0	2	96	0	3	19	76	2	0	1	22	2	8	1	70	0	0	5	6	0	0	0	0	0	0	8	9	1	21	1	0	0	0	0	0	1	6	6	0	0	1	2	2	0	0	1	142	0	0	0	97	0	0	24	145	0	109	405	4	138	28	9	24	2	23	62	0	2	29	341	1	30	33	11	2	12	19	349	0	122	959	24	0	36	180	151	328	87	1305	267	103	3336	469	33	68	108	20
ITS_Zotu166	0	176	1	9	1	2	0	1	0	6	0	0	1	2	1	76	0	2	0	2	0	151	1	0	10	9	63	0	174	5	55	0	44	53	9	36	35	1	3	0	15	92	3	0	2	13	11	5	15	0	2	0	5	1	0	0	0	7	0	0	17	7	1	145	1	0	934	1	49	0	41	316	14	0	39	663	132	0	32	310	65	0	12	505	813	16	58	3425	60	9	550	214	37	0	113	176	2	0	112	109	2	0	3	6	50	19	4
ITS_Zotu149	0	1662	25	9	0	274	16	1	0	60	1	19	2	30	12	34	9	24	37	0	677	48	2	274	12	361	612	0	86	171	91	8	74	431	54	857	76	1	15	26	8	2	16	8	13	122	27	17	186	88	17	6	1661	5	0	7	51	69	0	6	71	59	0	86	31	6	150	47	3	4	40	87	0	2	21	124	63	6	22	61	37	1	6	105	1	44	139	175	17	11	242	25	2	75	100	16	4	0	14	13	1	0	6	8	0	11	13
ITS_Zotu117	77	8	0	2	0	7	0	2	1	7	1	30	87	621	0	18	5	0	12	38	175	3	1	704	33	0	53	0	39	2	54	25	184	26	54	358	30	0	923	3228	15	0	53	50	404	170	58	59	30	0	36	23	103	2	11	97	2496	0	5	14	0	0	7	0	3	0	1	0	0	0	41	4	3	0	1	3	0	32	4	0	0	0	0	4	3	0	0	1	0	19	0	151	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0
ITS_Zotu133	0	2	0	0	66	30	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	4	4	0	0	0	11	229	0	0	211	353	0	2	397	0	0	119	7	246	0	0	4	84	0	1	0	190	0	2	25	8378	6	1	239	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	154	0	0	9	6	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ITS_Zotu137	0	156	5	2	0	14	7	1	0	3	0	0	0	0	151	26	15	4	0	0	0	1	6	2	0	1	2	0	16	6	3	0	5	1	78	7	10	0	0	1	1	0	2	1	1	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	6	3	0	15	1	0	453	29	190	17	37	235	251	9	23	209	150	11	9	199	276	5	1	99	267	90	132	1989	4402	66	105	201	418	258	21	198	1	4	46	73	2	0	6	0	1	4	3
ITS_Zotu110	4	9	2	3	4	74	13	1	0	9	6	2035	0	66	30	9	47	59	385	49	1720	14	472	19	269	0	13	3	26	74	33	0	5	93	9	38	139	250	239	26	448	11	25	4	453	123	4	0	132	65	6	0	62	13	14	0	584	106	8	4	196	111	125	1	11	1	0	6	17	1	24	7	58	18	0	27	0	4	0	15	97	5	0	15	337	73	0	6	5	8	24	1195	12	15	16	2	90	1	0	14	100	42	7	0	91	7	0
ITS_Zotu129	0	2	10	1	0	58	316	35	0	24	2	0	36	3	25	0	17	1	0	0	1	14	6	2	6	0	1	0	220	35	0	0	40	4	1	1	37	0	0	0	0	3	31	1	2	7	7	6	0	56	1	18	1	0	0	0	4	0	1	0	231	12	6	68	33	0	27	38	35	174	28	25	17	46	22	27	52	37	17	124	208	47	3	15	68	3681	244	0	43	810	290	2	1127	1017	1288	1	9	39	18	0	17	0	0	0	17	148	6
ITS_Zotu147	0	0	0	57	0	23	0	31	0	0	0	2	19	0	2	7	14	0	0	0	0	0	0	15	0	0	0	2	42	0	0	0	65	1	0	1	26	0	1	0	0	1	4	6	3	11	27	27	0	24	15	2	0	0	0	0	3	0	0	0	33	0	0	218	56	0	277	35	29	289	157	250	18	43	202	353	31	53	187	352	35	47	3	48	65	499	961	325	39	785	3271	36	429	616	1243	50	0	38	26	34	3	2	2	0	2	19	23
ITS_Zotu114	0	0	0	2	1	0	0	0	0	0	0	4	39	0	0	4	14	0	0	1	2	0	0	59	0	0	0	0	7	0	1	10	17	0	0	1	1	0	0	2	0	0	1	22	0	5	0	0	0	5	4	0	3	0	0	4	0	0	0	0	11	0	0	395	21	0	386	12	3	13	211	1146	9	1	379	160	10	15	127	155	8	9	24	761	4	48	5250	244	14	314	393	90	33	125	321	145	0	4	126	58	0	0	91	14	0	128	169
ITS_Zotu113	0	4	0	23	1	0	8	56	1	20	0	12	7	5	7	13	7	69	0	4	0	9	19	2	1	3	33	1	15	21	4	0	18	7	0	4	6	82	0	1	0	17	0	2	5	0	11	11	0	10	0	23	4	25	0	2	16	5	0	0	62	97	0	293	25	0	606	31	1264	11	267	38	380	0	714	190	128	1	203	447	220	0	4	31	247	32	407	191	100	10	1245	27	72	50	3674	49	1	1	100	12	70	5	16	10	13	0	30
ITS_Zotu253	0	6	3	14	0	67	0	60	0	4	1	5	3	9	0	5	12	1	0	19	4	14	1	43	1	10	10	1	0	9	17	7	10	17	4	19	42	0	15	13	0	0	22	0	2	1	34	9	0	4	5	19	1	0	0	7	2	0	0	0	9	1	0	1433	11	3	680	62	6	14	1028	8	6	10	195	202	18	28	206	426	2	14	33	182	19	57	191	127	15	181	1436	100	224	662	3910	18	0	7	20	19	0	0	87	26	1	3	10
ITS_Zotu109	0	244	1	0	6	110	27	0	0	64	93	32	6	19	102	42	38	30	160	0	83	1409	2	0	0	43	15	0	2	117	18	40	5	92	38	211	66	4	14	26	0	49	112	38	2	268	110	67	29	6	38	42	1009	8	2	783	82	1	3	29	48	815	109	22	296	22	35	749	110	0	11	0	140	4	412	3	88	26	10	10	689	19	0	2	337	3	33	0	2100	28	93	1	96	105	40	76	0	0	0	0	0	0	3	0	39	0	0
ITS_Zotu107	18	1	0	120	389	0	0	6592	7	0	0	0	33	1	2	3	26	56	0	0	46	20	3	1	4	3	54	0	9	1	9	0	12	106	0	2	21	2915	6	0	5	909	5	0	9	3	0	0	256	90	6	0	1	113	19	0	1	117	124	0	0	107	79	0	1	0	25	3	266	1	0	5	1	0	0	26	1	0	0	7	2	41	0	4	43	1	0	160	0	1	0	3	1	9	0	2	0	1	5	4	106	21	0	0	25	34	0
ITS_Zotu108	3	200	99	1	8	79	199	0	1	128	32	1	7	42	80	0	6	58	216	0	177	50	181	30	50	26	248	7	15	146	267	0	19	432	1284	59	10	429	77	0	35	309	141	0	14	100	125	0	11	2	57	3	10	59	13	0	2	60	14	0	13	1251	198	217	12	338	17	15	873	57	6	102	128	67	109	237	146	245	53	19	456	102	32	120	291	55	52	103	261	147	27	9	7	192	181	32	131	16	28	677	274	40	38	1	139	18	3
ITS_Zotu94	11	7	3	13	4	34	10	18	9	14	27	16	25	138	3	13	205	50	246	18	0	27	12	24	16	3	33	10	93	6	16	2	23	138	2	1	405	51	1	0	8	21	115	0	3	77	0	0	1	1	57	4	10	16	0	0	236	8	1	0	1231	749	0	86	661	4	59	3057	1079	24	72	10	402	5	35	68	186	2	25	68	294	7	13	41	611	120	53	13	196	21	126	5	141	340	562	6	123	4	7	5	59	75	2	186	34	65	19
ITS_Zotu95	0	710	14	0	0	47	54	1	2	25	0	0	2	22	4	0	28	0	0	1	0	131	6	5	5	14	89	0	2	41	45	101	6	119	0	0	43	90	0	6	0	1876	1	8	0	42	2	2	1	3782	9	176	0	167	0	0	4	341	0	0	3	269	0	10	1	0	12	68	67	49	67	502	41	5	15	118	397	9	4	85	955	12	9	28	516	52	122	74	92	126	83	240	87	610	102	97	1	6	18	18	0	12	114	0	92	2	22
ITS_Zotu112	15	5	18	32	18	139	9	1	12	55	0	15	17	21	0	3	22	82	0	0	2	7	83	4	23	23	38	9	6	17	26	4	15	29	2	0	10	89	17	4	4	10	15	0	19	44	15	15	14	7	30	1	0	81	2	14	122	19	8	2	37	64	113	168	294	99	126	91	1665	39	113	442	1377	60	1229	586	352	251	405	96	302	49	70	74	212	50	363	69	211	133	1545	71	111	93	186	387	16	10	11	298	70	84	13	1	2	8	28
ITS_Zotu161	0	0	2	1	1	0	0	0	0	0	0	0	210	11	0	0	44	0	0	0	0	0	0	0	5	0	9	0	11	0	9	0	291	5	1	0	57	0	0	0	9	0	2	0	0	56	0	0	2	0	21	0	4	0	0	0	7	0	1	0	21	0	1	0	412	0	1	82	0	338	0	0	0	120	1	5	0	228	2	0	0	173	0	10	2	699	1	0	0	8600	6	2	0	1814	1	0	12	127	0	0	0	7	0	0	0	17	0
ITS_Zotu130	4	177	5	26	0	27	10	33	4	19	0	3	15	3	80	30	33	1	2	1	1	4	11	9	3	3	52	3	24	10	1	7	23	14	58	19	27	2	1	3	0	12	20	3	2	52	12	13	5	64	19	17	8	7	0	3	74	7	1	0	246	11	0	513	165	6	1144	382	56	10	201	259	124	2	366	445	70	50	172	855	140	6	42	337	116	88	562	835	1349	65	984	96	668	109	1821	201	4	44	68	76	3	8	19	18	1	20	53
ITS_Zotu91	5	82	129	6	9	81	298	44	32	74	190	1	26	13	172	59	2	136	13	0	154	25	1996	20	1	5	118	0	0	89	525	9	0	7	948	13	0	8	148	2	10	2	52	3	5	25	737	8	12	5	2624	912	0	20	8	264	0	3	1730	0	0	16	357	1	0	42	0	3	1	10	0	25	26	4	0	52	0	15	0	636	3	54	3	7	0	115	0	0	1	139	4	22	5	194	13	19	44	4	5	1	70	0	19	102	28	8	0
ITS_Zotu76	0	1	25	0	11	12	36	0	0	32	51	2	1	0	217	1	0	0	1079	0	442	0	11712	8	0	0	0	0	1	38	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	11	19	0	2	22	63	0	2	69	0	0	5	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	43	0	0	0	101	0	0	0	58	0	0
ITS_Zotu98	48	136	25	8	35	20	33	1	60	3	0	5	151	13	22	7	175	80	0	1	21	11	25	0	90	0	12	2	49	0	201	0	15	26	2	0	6	16	20	1	0	8	13	0	0	2	2	1	0	0	3	0	5	0	0	0	156	0	0	3	115	0	0	30	119	5	126	395	36	161	31	17	8	2	29	103	0	7	29	103	2	2	10	77	26	164	4	431	0	289	981	31	0	52	193	179	874	282	1001	284	765	3521	268	17	358	1896	8
ITS_Zotu88	0	12	0	0	0	209	0	0	0	37	0	0	0	305	0	0	0	0	0	0	0	36	0	0	31	0	19	0	0	2008	2634	0	0	23	72	0	0	0	8548	0	0	0	29	0	0	19	73	0	0	0	418	0	0	0	7	0	3	0	20	0	0	0	30	0	0	10	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ITS_Zotu99	0	0	0	3	8	1	0	1	0	0	0	70	5	0	0	922	4	0	0	1	20	0	0	224	0	0	0	0	14	0	0	177	5	0	0	829	1	0	13	229	0	0	14	577	0	16	340	385	5	0	8	265	40	0	0	6573	11	0	5	139	135	0	105	45	63	4	64	14	1	0	29	108	3	0	1640	14	1	0	31	13	4	16	1	11	0	20	686	7	1	11	87	5	24	0	71	697	0	0	4	6	0	0	1	0	0	4	39
ITS_Zotu132	0	157	0	4	1	75	8	10	2	262	44	0	66	56	21	0	111	2	2	0	0	75	0	12	27	23	489	0	96	1140	110	3	79	67	1310	0	96	0	20	0	0	9	605	9	0	51	87	1	0	17	232	7	0	0	0	0	12	2	0	0	149	56	0	93	75	0	11	128	87	205	16	59	23	42	13	58	69	73	13	167	159	31	17	492	344	1651	554	18	135	1203	95	8	612	2281	432	13	68	65	1	16	3	65	1	2	11	68	26
ITS_Zotu86	0	7	0	0	9	1717	6	0	3	8	32	0	55	7	0	1	0	0	97	0	0	2	2	19	0	0	4	0	16	7	1109	0	55	16	5	1	3	7	8	0	0	8	82	1	0	104	9	0	6	7	24	0	0	2	0	0	55	8	6	0	169	653	162	11	849	9094	97	66	2	2	23	46	20	0	26	0	1	1	10	3	25	43	1	0	0	20	294	10	1	73	10	0	0	2	13	0	0	0	4	0	2	0	0	0	0	3	17
ITS_Zotu101	21	4	15	2	16	21	284	0	3	35	0	1	112	9	4	0	27	0	0	3	1	7	38	18	15	18	0	3	25	287	8	1	6	0	1	0	1	0	4	0	0	4	16	15	10	2	0	0	1	15	0	5	0	21	0	0	25	15	20	0	71	214	0	86	77	0	24	8	271	60	17	1118	900	4	174	198	637	326	11	111	6824	11	25	227	357	212	298	95	445	114	81	59	484	62	76	152	1	11	4	32	8	163	4	22	14	394	35
ITS_Zotu105	1	17	0	17	0	0	1	8	0	164	3	13	0	0	5	5	1	0	2	18	0	0	0	250	0	0	528	8	0	0	264	0	0	3	12978	0	0	0	219	0	0	0	269	0	0	4	226	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	8	0	13	0	0	0	124	0	0	0	20	1	0	0	21	1	0	14	18	0	0	0	293	0	0	0	5	0	0	0	0	0	14	0	0	3
ITS_Zotu104	0	0	0	0	85	0	0	0	0	0	1084	0	10	0	0	0	0	0	53	0	0	116	0	4	0	0	1	0	0	5	3	1	21	6	0	0	1	18	337	0	0	163	334	0	6	782	58	1	190	15	305	0	0	4	138	0	13	6	272	0	13	114	10599	9	301	87	7	11	0	4	6	4	0	1	3	0	0	0	8	0	0	171	0	0	9	8	278	0	0	4	12	0	0	3	5	0	0	0	0	0	0	0	0	0	0	1	0
ITS_Zotu111	3	70	18	2	0	40	8	0	1	415	159	0	14	36	61	0	47	40	32	0	10	84	1	0	63	378	214	0	69	47	172	2	26	21	2940	0	73	8	34	0	13	1	57	0	7	11	124	0	0	103	85	113	1	4990	5	0	36	139	0	0	214	12	0	62	96	0	14	83	299	168	3	28	34	255	16	36	67	33	2	22	67	37	8	183	163	887	159	10	197	334	42	5	329	877	75	21	11	29	0	6	22	60	0	3	6	42	4
ITS_Zotu89	147	0	9	0	49	11	6	0	2	14	0	121	5	3	0	62	1	0	0	0	395	0	10	0	27	15	0	0	42	6	1	0	29	16	0	666	39	24	0	2	2	37	0	0	24	0	0	1	3149	532	0	1	8073	37	0	0	139	813	9	0	127	40	12	6	5	0	3	7	10	5	8	0	257	0	246	0	72	24	5	0	261	320	0	0	8	20	6	0	4	11	7	0	44	9	4	22	8	4	0	0	0	5	0	0	0	7	0
ITS_Zotu96	8	107	4	0	1	2	0	0	0	1	1	1226	11	2	0	23	6	0	2	0	235	4	0	8	8743	24	517	2	1006	0	45	0	757	2	30	4	688	0	127	0	157	0	31	0	234	26	16	0	255	0	15	0	323	0	0	0	520	0	0	0	38	0	0	0	9	2	0	5	0	783	0	0	0	3	0	0	1	1	2	0	0	3	0	0	0	42	0	0	0	25	0	0	0	18	0	0	0	3	0	0	0	374	0	0	0	20	0
ITS_Zotu78	44	50	0	0	4	8	661	1	38	0	475	117	71	0	0	159	12	107	13	0	6	16	0	35	62	0	234	0	35	14	13	0	11	0	11	39	12	27	624	24	125	0	443	2	13	3457	1033	4	12	1	100	0	0	0	31	4940	1	0	12	0	16	82	406	0	12	111	0	9	6	111	0	2	0	23	0	0	0	40	0	101	11	209	0	20	15	1271	62	26	0	615	0	0	4	754	0	1	4	6	0	0	9	8	0	0	3	13	0
ITS_Zotu82	0	0	831	0	67	108	57	0	3	0	320	0	0	0	256	0	0	0	1261	0	0	16	11	0	4	3	3	0	0	1	1085	0	0	44	18	0	0	0	344	0	0	0	88	0	3	71	782	0	7	0	23	0	0	0	12	0	10	5	37	0	0	18	2759	0	0	8249	0	0	0	297	0	0	0	4	0	0	8	5	0	0	0	444	0	0	0	14	0	0	4	16	0	0	10	3	0	0	93	1	0	0	9	2	0	0	14	0	0
ITS_Zotu100	44	37	7	7	22	136	4	14	646	111	0	29	92	86	31	41	91	66	4	59	916	10	12	80	179	7	126	0	349	2	169	5	86	82	641	52	74	62	25	21	11	122	241	2	24	15	19	2	29	3	33	13	206	12	6	3	92	10	3	5	845	20	1	80	111	460	303	104	1220	27	458	94	218	5	248	70	147	8	30	155	155	8	159	194	298	253	89	337	241	39	232	828	110	114	798	65	111	101	1083	52	78	69	1792	6	18	178	171
ITS_Zotu373	0	329	0	5	0	10	0	2	0	1360	1	9	57	19	91	76	1	5	10	2	1074	25	6	235	54	27	172	0	74	4	136	9	763	54	2975	65	40	0	42	2	16	2	52	14	35	25	63	3	52	0	52	4	219	7	0	0	19	5	0	13	9	1	0	226	204	3	995	4	5	1	71	1155	66	0	70	467	5	3	29	343	6	0	28	509	8	7	907	2827	193	159	219	141	0	6	114	167	0	1	122	121	2	1	4	8	0	1	49
ITS_Zotu87	80	0	0	79	51	16	51	79	39	0	0	77	231	0	0	90	117	0	0	154	28	1	1	47	69	0	0	24	6	58	1	2	6	0	0	13	13	0	29	63	0	0	0	0	12	1	12	12	6	23	11	0	0	0	0	4	107	0	5	0	24	39	0	135	12	0	227	58	69	195	741	103	60	8	50	650	64	177	6	145	1077	75	639	167	88	162	11	415	129	227	100	637	366	437	14	423	0	10	1544	46	0	1113	4683	533	0	118	502
ITS_Zotu81	0	0	116	0	16	132	1519	0	1	0	2	0	0	0	20	0	0	0	0	0	0	2	24	0	3	0	9	0	0	4	1106	0	0	7	22	0	0	0	445	0	0	5	97	0	0	27	3	0	12	0	19	0	2	0	7	0	10	0	33	0	0	7	2772	0	0	10538	0	0	0	922	0	0	0	3	0	0	0	17	1	0	16	484	0	0	4	18	0	0	0	9	0	0	0	4	0	0	215	32	0	0	15	17	0	0	60	0	0
ITS_Zotu220	2	114	15	32	0	38	12	21	3	9	15	15	12	12	85	37	20	2	13	7	3	19	11	25	2	1	33	1	23	18	2	3	34	30	31	32	19	17	20	5	2	22	5	8	12	47	6	3	6	74	19	6	3	6	1	4	57	8	0	0	305	8	13	667	522	35	1482	421	125	10	484	602	216	8	861	699	127	29	305	1062	253	11	56	354	171	82	1076	1015	1588	163	1487	261	581	124	2003	488	18	17	112	137	5	4	57	10	5	17	68
ITS_Zotu79	0	71	0	0	0	5	0	0	0	4	0	4	0	0	7	2	0	0	6	0	2	4	0	574	3	0	313	1	75	0	16	23	3	102	18	16262	2	5	3	306	5	11	10	264	1	45	58	122	0	3	3	16	953	7	0	140	1	7	0	38	2	6	0	0	0	0	51	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0	0	2	2	68	13	0	1	32	0	0	0	1	1	8	17	4	0	0	15	0	0	6	1
ITS_Zotu84	6	1388	62	9	5	534	16	14	4	41	6	44	25	38	40	47	165	17	24	6	2709	47	3	358	5	478	414	1	68	150	147	56	25	363	112	249	89	44	12	10	7	72	15	5	5	84	34	11	133	3424	11	73	928	162	3	1	71	1150	0	59	49	96	0	126	26	431	268	48	39	13	105	260	23	18	35	190	244	8	39	101	69	7	3	133	32	220	992	345	557	91	406	234	55	64	359	32	0	7	22	26	0	8	35	5	4	45	18
ITS_Zotu74	3251	66	0	0	4403	266	0	0	1567	1046	9	102	41	8	0	14	13	0	15	0	1699	19	10	177	5	0	112	0	0	10	1950	0	0	35	252	342	0	3	6	0	37	0	11	0	575	416	60	0	268	0	30	0	2517	66	0	0	33	0	106	65	0	2	129	0	0	43	0	0	0	0	0	0	3	0	0	0	0	21	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	99	0	0	0	15	0
ITS_Zotu73	0	21	1	7	0	27	3	20	1	15	1	1	20	0	29	37	15	0	0	14	0	0	0	46	0	1	8	4	9	0	12	4	14	0	120	20	25	0	7	22	0	0	8	24	0	7	6	5	0	7	4	8	0	0	0	5	5	0	0	0	27	3	0	331	41	0	921	44	51	76	464	1523	60	17	503	671	52	45	203	1503	64	39	41	494	41	356	3960	2430	617	660	687	641	559	466	1330	565	0	22	267	161	0	3	373	5	0	10	177
ITS_Zotu72	0	52	0	114	0	0	0	48	0	0	0	0	8	0	1	24	22	0	0	18	0	0	0	13	0	0	378	0	8	0	22	10	9	0	21	1	27	0	10	12	0	0	12	16	3	19	70	60	0	0	14	17	0	0	0	0	0	0	0	0	10	0	0	632	29	0	822	66	0	34	505	388	0	8	681	1158	0	21	225	538	0	11	18	657	0	81	1034	813	0	279	7070	593	0	448	3848	226	0	13	34	69	0	0	41	8	0	0	5
ITS_Zotu77	0	0	0	1	0	0	0	52	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	29	0	0	0	39	0	0	0	19048	0	0	0	1681	0	0	0	374	0	0	0	43	0	0	115	24	0	0	0	13	0	0	0	4	0	0	0
ITS_Zotu85	135	99	2	0	0	88	2	0	0	87	672	106	41	833	1	68	38	7	90	0	948	2347	11	1003	42	2	695	0	123	54	583	11	295	427	488	550	123	100	1400	547	52	1118	448	32	818	306	3783	56	106	77	425	4	1614	143	20	83	392	59	22	2	0	110	7	1	8	7	3	4	4	0	0	0	1	0	0	2	0	26	0	0	3	0	0	3	90	2	0	3	3	15	0	0	0	1	0	0	3	0	1	0	4	4	0	0	150	4	0
ITS_Zotu67	0	0	46	38	0	0	45	64	16	0	0	30	3	0	8	36	0	20	0	20	151	4	41	368	1	24	7	754	0	16	3	34	0	4	0	8123	0	24	0	138	0	12	0	96	0	0	42	68	0	8	0	19	636	10	0	98	1	280	0	58	0	25	0	281	0	0	251	0	62	2	163	425	22	0	208	124	337	0	3088	171	529	0	754	622	46	3	1110	96	18	0	242	41	9	1	635	114	9	31	70	400	494	31	89	172	176	6	81
ITS_Zotu70	0	0	0	136	0	0	0	9	0	0	0	0	18	0	0	20	13	0	0	9	0	0	0	53	0	0	0	2	6	0	0	0	14	0	0	543	13	0	0	16	0	0	5	6	0	4	88	97	0	0	1	8	103	0	0	25	0	0	0	3	33	0	0	450	53	0	850	32	0	52	566	72	0	3	892	1536	0	21	347	156	0	6	3	34	0	207	720	477	0	418	12226	383	0	252	1451	86	0	8	17	49	0	0	22	0	0	3	7
ITS_Zotu71	23	2	35	24	40	5	121	25	25	213	0	24	91	4	20	27	77	6	0	33	22	98	261	62	58	30	3	15	179	79	59	4	17	163	5	1	15	174	21	10	0	306	56	11	1	27	2	2	30	87	8	2	0	1804	4	0	63	155	13	0	504	352	147	181	79	6	144	59	527	87	216	595	2711	33	53	267	961	39	96	483	1698	42	47	372	2270	749	998	226	319	273	125	614	226	198	369	123	17	24	102	90	23	342	309	260	231	466	139
