Cat_arco_metazoa_filt_luluotu	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
arco_Zotu140	0	0	0	1	9	4	6	1	59	0	0	53	2	0	2	0	6	1	11	0	2	0	0	4	42	1	0	2	87	9	2	0	99	0	0	209	78	5	9	183	6	1	7	727	11	4	17	164	25	11	16	129	552	0	0	3619	37	2	0	145	183	77	50	18	46	38	70	43	10	145	28	44	9	1	1887	37	7	6	33	8	29	14	1	3	12	45	256	16	7	38	248	4	91	89	192	420	0	101	10	4	1	13	17	0	2	13	48
arco_Zotu133	0	19	1	0	1	165	8	1	0	1	6	0	50	0	20	1	56	0	203	0	1	0	4	0	10	0	0	0	428	3	10	0	89	2	146	3	80	1	0	0	0	1	73	0	0	20	18	1	1	178	8	5	0	2	2	0	3	0	0	0	315	1	0	17	70	0	70	87	76	152	4	12	73	13	3	45	116	27	6	65	95	29	2	8	122	2545	38	200	219	842	88	7	2444	712	509	0	0	22	47	3	0	3	0	0	1	209	3
arco_Zotu131	0	54	25	17	0	17	20	42	4	7	55	1	8	308	5	16	4	113	5	250	0	5	2	1	11	155	353	1	83	135	0	0	73	224	4	744	42	38	1	3	1	5	3	2	1	4	1	2	3	3	1	37	45	5	0	0	6	59	0	0	41	53	0	220	27	0	410	12	93	0	121	90	43	0	73	99	194	0	90	307	112	0	42	265	50	22	302	198	53	19	678	33	50	24	2476	14	135	7	79	33	9	1	130	59	0	12	49
arco_Zotu146	34	102	0	41	20	0	0	0	2	0	4	0	84	0	0	45	43	0	0	21	0	0	0	0	0	0	3	14	18	1	2	0	38	0	4	165	32	0	0	22	0	1	28	1	17	0	59	0	8	0	31	0	0	0	1	0	0	0	29	0	18	0	11	15	41	1	15	25	0	165	9	3	0	41	10	1	0	1031	651	38	0	604	0	25	0	1105	76	42	0	2644	5	0	0	1555	3	6	0	145	0	25	0	5	0	2009	0	37	2
arco_Zotu258	3	1	0	0	1	116	13	8	3	3	3	0	72	1	7	4	128	9	98	0	1	12	4	2	24	6	0	0	223	109	2	0	126	0	31	0	247	2	0	0	0	13	15	11	0	4	9	0	2	120	42	0	0	5	1	0	20	3	0	2	155	10	0	117	129	0	40	192	57	236	25	75	52	21	6	43	98	54	25	135	110	32	26	398	196	1289	661	63	88	930	184	15	1861	1703	379	7	0	46	0	11	5	83	0	0	19	105	44
arco_Zotu118	157	0	0	0	18	0	0	0	97	0	0	0	56	0	0	43	1	0	0	0	1	0	0	4	18	0	0	0	33	0	0	0	626	0	0	12	10	0	1	0	0	0	0	0	22	0	12	0	16	0	0	0	17	0	0	0	0	0	5	0	0	0	0	236	19	4	120	0	0	0	0	430	0	0	0	134	0	12	0	18	0	3	114	6285	0	0	10	2763	0	58	0	39	0	0	0	36	0	4	28	43	0	10	0	0	0	3	6
arco_Zotu116	42	3	0	4998	56	217	0	0	13	0	0	1	32	0	0	300	170	0	0	701	14	0	0	0	35	0	51	0	50	0	0	0	9	4	0	1670	18	0	17	84	0	0	18	0	92	0	8	0	9	0	6	0	4	0	1	74	877	0	8	7	781	0	33	10	102	0	216	144	0	71	0	0	0	1	13	0	0	12	5	0	0	4	0	9	0	88	3	9	0	3	6	0	0	21	0	6	1	0	8	0	0	69	0	404	0	89	0
arco_Zotu158	117	125	151	634	166	29	0	0	0	0	5	28	247	3	9	3	443	12	165	8	22	11	23	5	245	0	15	0	74	0	36	0	61	4	0	646	181	9	11	0	2	6	6	0	287	0	4	3	142	1	6	0	3	0	0	0	29	0	4	0	10	0	7	0	21	0	0	29	55	103	0	26	2	5	12	34	5	94	0	6	0	714	6	0	18	35	19	0	0	33	0	2	5	54	0	2	255	5	21	0	1146	543	44	3514	508	313	123
arco_Zotu117	0	44	201	43	0	1	38	0	0	5	1	0	0	0	753	149	0	20	23	34	0	47	34	0	0	36	788	0	0	0	44	0	0	19	48	5756	0	87	0	353	0	978	0	3	0	360	0	3	0	57	0	22	1	68	0	6	0	672	0	16	0	81	0	0	0	0	17	0	6	0	0	3	6	0	0	0	91	0	0	0	4	0	0	0	159	0	0	44	143	1	0	0	2	0	0	1	10	0	20	0	41	0	0	213	320	0	0
arco_Zotu119	72	1	120	4630	21	161	1	6	9	0	0	14	36	0	43	238	292	0	8	376	33	0	1	19	29	3	1	622	44	0	0	0	17	11	1	501	20	70	21	73	0	12	30	0	5	9	3	0	2	25	9	0	1	25	0	0	879	509	5	0	1090	27	7	0	146	0	1	241	8	177	0	0	3	7	0	2	206	23	21	0	6	43	0	3	7	314	0	31	8	32	0	0	9	110	0	0	3	24	3	18	7	74	0	272	1	78	0
arco_Zotu126	4	357	11	24	14	91	31	0	2	0	18	15	13	0	11	25	27	0	29	15	15	4	16	0	0	3	0	0	9	2	32	0	10	4	37	169	12	16	6	67	6	54	16	6	4	11	15	11	7	33	49	3	2	2	211	844	0	68	16	1	3	110	46	0	3	5	0	16	2	30	0	0	0	47	42	0	4	235	0	6	8	207	0	0	0	198	0	1	0	241	0	0	5	727	0	48	1	47	17	0	6	0	0	7624	11	10	0
arco_Zotu128	0	2	97	0	289	0	102	0	1	0	13	0	59	1	12	2	0	72	0	0	0	0	1	0	28	15	0	0	3	10	0	0	25	8	3	1	0	549	173	0	0	19	81	0	0	72	516	0	190	18	22	0	0	9	27	0	12	676	32	0	2	776	2775	0	20	24	5	0	3476	258	0	4	34	2	0	1	161	6	0	0	237	472	0	0	31	15	0	108	71	69	0	0	33	4	0	0	8	1	6	0	484	32	0	0	3	10	0
arco_Zotu143	19	13	1258	0	244	0	848	0	0	9	131	0	11	2	586	0	59	0	55	0	23	0	453	0	162	18	0	0	10	11	1	0	1	6	12	0	1	0	703	0	1	0	192	0	21	7	93	0	123	0	25	0	5	8	10	0	66	26	119	0	5	10	3506	0	0	45	0	3	0	1788	0	0	11	9	0	0	48	265	0	0	38	949	0	0	0	58	0	0	10	36	0	0	1	24	0	1	67	37	0	0	9	191	0	0	10	17	0
arco_Zotu124	2	5	1302	0	212	0	1203	0	37	0	22	0	19	1	350	0	1	0	157	0	0	0	58	0	107	22	0	0	0	23	0	0	12	0	7	0	0	0	903	0	0	0	93	0	2	0	334	0	135	0	15	0	1	0	0	0	106	29	70	0	0	33	2550	0	17	39	0	0	0	3005	0	0	0	2	0	0	51	89	0	0	50	1035	0	0	0	86	0	0	14	98	0	0	1	8	0	0	22	55	0	0	6	390	0	0	6	8	0
arco_Zotu113	4	42	3	0	1	3	0	0	2	4	6	0	12	5	0	0	14	20	0	0	0	5	0	0	7409	79	616	0	938	3	4	0	829	0	2	79	634	5	110	0	81	0	4	0	136	0	3	0	92	0	0	0	151	0	0	0	687	5	0	0	58	0	0	0	30	0	0	15	1	586	0	0	1	1	0	0	9	6	0	0	0	1	0	0	0	37	0	0	0	14	0	0	0	13	0	0	2	0	0	0	0	483	0	0	1	44	0
arco_Zotu109	2	1	556	2	91	1	175	0	3	2	10	13	149	0	57	4	44	47	42	0	1	57	35	0	43	53	0	0	86	101	235	0	303	29	30	1	136	61	46	0	2	72	89	0	0	47	198	1	148	42	69	5	4	32	6	13	236	90	15	0	494	744	750	160	1953	27	96	498	538	204	50	32	61	1	982	33	278	12	60	137	840	90	51	421	255	51	64	92	86	241	267	18	75	185	123	142	33	12	19	37	85	21	1	0	274	32	3
arco_Zotu108	4	18	8	921	7	22	3	0	1	0	0	1	55	0	4	339	98	31	0	6678	3	5	13	0	7	0	13	0	73	3	4	0	10	4	20	839	33	64	3	104	0	190	26	0	1	21	6	0	2	18	11	2	0	11	1	0	322	66	0	0	1938	75	16	0	371	0	0	657	0	9	0	0	2	1	0	0	2	1	0	0	0	2	0	0	2	162	0	3	5	12	0	0	0	61	0	1	0	4	0	0	3	27	0	846	16	113	0
arco_Zotu101	0	0	0	2	0	0	0	3	0	0	0	0	6	0	0	2	1	0	0	17	1	0	0	80	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	22	0	0	0	52	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	144	0	0	380	0	0	0	815	897	0	0	359	25	0	0	307	23	0	1	21	15	0	1	8312	49	0	2	266	173	0	0	399	38	0	0	180	13	0	0	1067	0	0	0	995
arco_Zotu106	4	5	75	9	3	0	58	23	4	4	0	5	25	0	29	14	16	23	20	43	10	20	25	40	307	1	31	229	3865	6	8	0	444	1	1	321	180	23	5	8	44	21	50	8	62	2	19	0	40	1	3	1	62	6	2	0	18	1	0	1	334	10	0	42	17	0	70	6	92	19	577	97	72	0	136	36	22	1	629	465	140	0	128	64	54	230	424	20	10	24	21	180	2	55	107	33	16	3	340	93	446	97	2400	30	318	331	725
arco_Zotu97	156	4237	175	1	1	2396	22	0	64	316	6	0	45	285	2	22	24	355	265	12	6	448	37	0	9	389	994	0	5	115	0	0	37	15	1	57	10	3	0	1	1	8	0	0	37	7	1	0	0	255	0	0	11	31	1	0	0	198	7	3	1	11	0	0	2	0	0	3	81	0	0	0	362	0	0	0	1489	7	0	0	142	0	0	0	95	0	0	0	117	1	0	0	403	0	0	0	13	2	0	0	3	15	0	1109	6	27	0
arco_Zotu105	13	404	0	122	11	1	0	0	0	0	0	0	37	0	0	196	23	0	0	116	0	1	0	2	0	0	4	0	7	0	0	0	22	0	11	566	13	0	0	79	1	0	10	4	9	0	31	0	10	0	25	0	1	1	0	0	1	0	22	0	16	0	9	0	28	3	0	11	1	75	0	34	0	14	0	1	0	626	0	3	0	409	27	3	0	507	34	2	2	1371	0	1	0	736	0	0	0	82	37	0	4	5	12	8682	0	9	832
arco_Zotu99	42	11	87	0	34	6	476	0	51	68	4	0	207	5	30	0	83	8	17	0	16	38	75	0	8	72	0	0	227	404	19	0	2	2	4	0	4	4	0	0	0	32	31	1	23	5	0	0	17	6	0	0	1	44	0	0	2	47	0	0	266	358	1	47	4	1	29	2	226	29	4	34	910	8	20	30	1500	220	6	2	5730	84	56	13	540	375	195	39	355	93	29	7	258	45	18	8	16	22	10	4	20	56	6	0	233	1220	54
arco_Zotu102	5	33	137	6	3	6	17	1	2	10	12	0	11	35	0	66	2	48	3	24	0	14	2	0	28	464	254	0	49	44	5	0	145	281	4	121	25	67	0	3	6	80	2	0	15	68	5	1	21	88	0	3	57	95	0	0	3	2044	0	1	7	294	0	416	38	1	6520	2	17	7	429	10	7	2	128	60	509	5	198	18	57	14	40	40	12	14	266	607	11	37	541	52	4	3	330	6	17	9	533	8	0	0	28	1	1	2	12
arco_Zotu85	1	646	5	815	7	7139	2	8	0	85	32	2	27	114	4	2	1	167	204	6	3	178	2	18	0	124	1078	0	1	159	3	0	17	8	2	29	0	2	0	0	0	0	0	6	3	1	3	0	0	194	0	3	0	3	3	0	0	5	1	0	0	4	0	17	48	0	54	1	30	14	44	275	51	7	60	28	54	40	37	110	42	4	0	4	27	17	1556	19	51	241	49	11	1579	24	96	15	6	3	1	5	2	0	6	8	2	0	151
arco_Zotu110	30	100	2	98	46	4	1	9	100	0	0	62	264	0	2	151	443	2	29	110	42	10	3	1607	40	0	139	44	17	0	0	0	45	1	0	838	39	3	5	83	2	103	26	5	5	2	27	0	6	6	36	0	8	4	1	0	134	1	49	0	217	3	14	0	61	9	1	75	7	218	0	40	5	30	43	0	4	164	0	0	8	178	0	0	11	740	62	27	38	2027	0	0	37	1588	8	41	0	537	0	0	3	288	0	4334	0	361	17
arco_Zotu90	0	23	0	101	0	0	0	6	0	0	0	0	0	0	27	2	22	0	0	4	0	0	0	2	0	0	0	0	18	0	0	0	1	0	8	3	31	1	0	0	0	0	1	0	1	47	0	90	0	0	6	0	0	0	0	0	1	2	0	0	43	0	0	133	0	0	473	43	16	14	355	14	19	8	441	848	23	5	398	29	24	14	16	2	13	155	582	33	471	65	10952	6	21	265	686	7	0	6	10	10	0	0	22	0	0	10	8
arco_Zotu112	10	0	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	7	0	0	0	0	44	0	0	33	0	0	17	17	83	13	37	13629	268	0	1329	13	0	0	281	1	0	0	3	242	0	0	3	107	1	0	4	51	180	0	169	0	0	0	21	2	0	0	0	654
arco_Zotu92	6	20	126	0	280	8	4	21	2	19	2	0	10	4	15	7	4	226	2	159	0	1	3	30	60	28	0	0	1	26	0	0	0	12	27	17	0	63	143	68	0	2	2	21	0	8	2	0	15	14	1	11	0	6	0	0	42	225	0	0	0	21	62	36	0	0	40	0	621	1822	596	592	41	7	12	26	57	15	8	34	55	87	87	311	4	16	1319	273	18	57	157	534	32	11	685	1	2	5	63	1	418	112	7074	7	1	3	297
arco_Zotu115	11	157	380	67	24	1000	1	0	0	5	3	2	47	29	31	0	49	429	248	4	0	171	85	108	11	98	32	0	11	0	82	0	22	41	12	57	3	65	1	0	1	80	4	0	1	0	16	0	4	10	2	0	0	1	0	0	6	4	0	0	2	0	3	1	21	0	0	3	345	9	8	5	65	0	17	3	189	7	10	24	2	175	2	81	343	21	29	65	0	4	33	8	101	35	45	3	829	2	14	0	5690	182	49	13	5331	121	53
arco_Zotu107	1	0	7	1	0	0	4	0	13	0	0	3	11	0	0	1	0	0	4	223	0	21	3	3	7	0	0	7	4	0	1	0	89	0	0	13	4	0	0	93	0	9	0	4	1	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	16	4	2	51	0	0	4	3693	56	0	0	31	7	0	0	102	7	0	3	115	5	58	4	216	15	0	10	16	980	0	8	23	8	6	145	332	27	6	3	10536	0	193	0	684
arco_Zotu135	1	43	0	196	2	19	0	226	1	0	0	192	1	0	0	123	0	41	0	54	1	25	0	266	2	0	1344	10713	0	0	0	0	0	0	0	339	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	424	0	0	0	0	0	0	0	0	0	7	7	17	0	0	3	11	0	0	888	14	0	1	3	19	0	0	3	1	0	0	5	1	0	0	2	11	0	0	0	2979	0	42	0	5	0	0	0
arco_Zotu100	1	0	35	0	292	0	0	0	0	0	0	0	100	1	0	0	0	0	0	0	19	0	1	0	202	0	0	0	31	0	1	0	45	1	0	0	0	1	1527	0	0	72	520	0	1	0	1250	0	175	1	20	0	2	0	7	0	325	1	68	0	406	0	4492	0	103	91	0	3	0	6046	0	0	21	10	0	0	1	48	0	0	1	1071	0	0	2	281	0	0	0	309	0	0	0	11	0	0	0	68	0	0	0	395	0	0	2	60	0
arco_Zotu79	56	9085	5	8	52	712	101	0	696	108	0	0	27	10	249	55	13	588	223	35	6	797	5	0	1	81	945	0	0	136	0	0	1	6	40	51	0	19	7	8	0	12	5	0	2	185	7	0	14	162	6	7	80	32	2	0	1	19	15	20	0	365	134	3	1	114	0	4	3	5	0	3	7	0	0	93	0	4	0	4	45	52	6	13	0	4	0	3	114	2	4	0	99	4	3	2	1	151	0	0	13	32	0	2188	3	16	0
arco_Zotu174	5	34	88	17	4	4	107	5	15	21	9	5	45	9	21	9	34	47	18	62	6	30	39	15	241	31	443	65	1178	76	19	0	125	136	2	3070	69	49	8	16	10	26	16	20	29	12	0	0	9	4	6	0	38	8	0	0	25	26	0	23	138	50	1	107	3	0	143	6	230	40	606	321	194	4	619	60	473	33	3463	84	974	2	180	19	119	134	690	41	219	14	80	153	28	105	217	50	41	60	113	286	621	320	800	155	186	383	438
arco_Zotu78	0	39	0	56	0	0	1	39	0	0	0	0	1	0	31	2	27	0	0	8	0	0	3	8	0	0	0	0	5	0	0	0	4	0	10	4	61	0	0	6	0	0	0	5	0	29	0	70	0	0	6	50	0	2	0	3	0	0	0	0	17	0	0	314	0	0	613	69	24	20	561	236	26	1	437	607	18	4	307	457	31	2	48	307	12	73	820	331	406	41	7178	72	23	290	5390	39	0	6	147	28	0	0	367	0	0	4	166
arco_Zotu87	33	0	8	1	145	0	59	3	77	0	0	30	170	0	13	5	155	9	12	3	5	6	12	304	825	0	0	4	47	2	8	0	263	3	0	6	136	190	329	6	32	32	31	180	70	10	181	0	117	36	185	2	76	13	23	18	212	25	48	0	76	136	561	46	629	101	42	650	26	1026	23	2270	0	26	25	37	0	80	1	39	22	161	734	153	21	56	467	86	0	266	7	60	2	247	5	490	0	327	573	20	68	496	457	0	154	30	5744
arco_Zotu74	0	254	660	43	0	394	791	4	0	3	0	5	0	3	581	40	0	2	11909	16	0	3	621	7	0	2	5	0	0	6	4	0	1	2	4	218	0	15	0	42	10	6	0	0	0	11	0	0	0	898	0	2	0	10	0	0	0	7	0	0	0	8	0	7	0	0	0	0	14	0	0	1	38	0	0	0	19	0	0	0	15	0	3	19	10	0	0	0	10	0	0	0	836	0	0	2	143	0	0	0	1030	0	0	1327	565	0	0
arco_Zotu82	1552	0	12	42	8	3	0	0	102	0	1	0	6	0	1	149	13	3	0	2	32	0	0	1	0	1	53	0	116	0	2	0	1	1	34	371	0	844	0	0	0	204	5	0	34	8	0	0	0	4	0	0	5	5	0	0	2	102	12	0	1337	13	0	1139	2	0	9346	27	85	0	13	60	0	1	68	14	627	125	12	1	2	0	119	2826	15	133	14	966	2	0	11	3	0	1	8	20	0	6	87	3	13	7	0	6	3	200	0
arco_Zotu104	0	93	103	40	1	43	20	17	0	21	113	2	4	515	27	32	4	145	11	14	4	62	1	6	89	347	393	7	110	52	17	0	88	2696	51	101	68	281	3	4	3	281	4	6	11	306	3	15	9	281	0	15	20	115	0	0	14	1636	0	1	18	359	0	613	11	0	2539	3	48	18	274	117	12	5	215	157	360	10	542	215	69	3	47	61	73	39	1439	278	78	30	2189	20	40	29	2488	17	212	3	175	40	15	8	6	2	11	21	112
arco_Zotu71	44	13	0	1	1015	0	4	23	1165	0	0	11	91	0	2	64	104	27	1	13	16	13	0	325	1	0	1	1	11	0	24	0	22	2	0	24	43	158	0	2	0	538	17	180	0	13	70	0	97	14	72	13	98	14	0	9	15	11	5	3	83	16	135	597	337	149	278	35	921	6	41	1990	17	3	130	47	14	26	42	171	28	224	121	3322	71	30	6963	1559	37	97	100	109	18	449	464	338	1	269	27	31	256	56	3	139	123	42	271
arco_Zotu67	5	0	55	2	7	3	74	0	5	3	3	0	30	0	1	3	35	4	7	15	2	88	0	0	96	63	0	0	56	95	27	6	41	76	3	5	68	54	6	4	5	1090	4	319	0	97	34	16635	7	94	12	5	0	64	0	0	64	172	0	0	6	175	21	4	9	3	31	103	111	52	91	11	111	5	7	52	997	8	5	14	1216	14	5	3	458	30	13	117	167	64	37	33	128	368	152	13	2	6	57	8	1	159	283	24	82	13	47
arco_Zotu72	33	883	2	70	27	1	20	3	19	1	0	1	195	0	0	105	92	3	0	179	9	2	0	3	138	0	18	0	5	9	0	0	0	0	0	979	19	0	25	108	0	0	0	0	0	0	1	6	3	2	6	0	0	0	0	0	198	5	0	0	8	19	0	29	6	0	400	26	17	130	2429	50	27	8	40	383	72	3	13	25	378	40	310	10	20	46	61	172	26	29	101	800	26	128	12	21	0	2	1718	16	0	999	8523	4556	0	73	864
arco_Zotu69	0	41	41	165	0	9	3	14	3	0	10	18	0	8	10	118	0	33	2	229	0	1	10	40	9	1	2653	874	157	0	12	0	10	122	9	19766	4	26	0	53	0	9	1	1	1	58	0	0	0	3	0	0	3	3	0	0	0	12	0	6	21	1	0	0	0	1	0	0	78	0	3	7	0	0	0	0	1	0	161	0	0	0	0	0	0	13	10	0	9	0	0	0	3	0	0	0	18	0	3	35	310	0	2	967	11	4	60
arco_Zotu81	221	25	0	32	320	5	0	13	37	3	0	1	336	3	2	219	1359	22	2	721	88	48	6	5	37	0	37	21	126	0	3	0	195	23	0	1717	656	10	1	11868	48	186	1	498	730	9	2	387	142	8	28	357	12	30	0	332	7	20	23	546	3	5	2	17	18	0	45	93	0	1	1492	22	40	2	3	12	2	59	19	6	1	32	2	23	31	4	18	56	2	21	10	1500	0	89	9	24	1	0	6	18	0	84	764	278	37	209	6
arco_Zotu86	47	305	0	89	43	1	1	0	7	0	0	0	194	0	9	183	127	7	0	115	1	0	0	5	1	0	9	0	29	0	10	0	119	3	31	455	91	90	4	50	0	2	24	3	42	4	163	0	25	0	117	2	0	4	1	0	9	3	32	0	237	13	38	3	120	0	5	110	247	321	0	53	15	91	0	15	9	1797	2	137	7	1367	32	188	5	1712	15	143	13	6000	0	9	18	3905	0	2	0	274	26	15	44	0	3	6863	0	56	539
arco_Zotu70	5	153	0	13	0	92	5	24	0	3	0	3	5	1	1	23	78	27	44	7	1	32	3	97	59	1	1900	0	53	6	1	0	19	0	10	261	96	3	3	8	0	1	8	68	2	1	0	8	2	68	10	34	3	0	0	2	15	1	0	2	72	1	0	353	5	0	990	152	65	73	629	1508	46	13	556	150	44	32	364	810	71	21	49	393	31	374	9000	856	60	215	733	222	739	787	2726	159	0	18	257	83	4	5	588	8	3	34	1031
arco_Zotu65	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	458	0	0	0	73	0	0	0	27257	0	0	0	487	0	0	0	136	0	0	0	3	0	0	0	0	0	0	73	0	0	0	13	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	16	2	0	0	0	0	0	0	11	0	0	0	0
arco_Zotu75	32	49	53	90	46	9	62	26	53	25	0	22	67	12	8	24	29	4	26	80	9	29	49	94	373	3	216	562	1016	24	3	0	144	227	0	2399	69	19	35	9	6	42	47	26	38	5	336	3	49	18	18	4	69	29	0	5	74	15	5	59	92	49	6	302	50	16	227	5	55	89	544	725	354	4	503	688	78	84	4874	595	540	208	671	111	103	89	3315	70	17	74	788	148	91	72	612	113	40	235	190	526	43	591	1056	673	376	146	2087
arco_Zotu60	4	857	54	32	1	131	126	14	47	64	97	0	82	193	7	58	85	665	2	1323	5	211	2	32	80	736	6081	0	429	1569	45	0	598	15	83	2403	258	100	2	9	18	10	23	2	30	19	25	9	19	3	15	16	745	5	1	0	78	111	0	0	664	300	17	234	263	17	696	203	153	82	93	225	2	27	62	129	111	31	86	102	317	28	60	339	0	386	622	497	21	534	1112	27	9	673	1137	25	2	118	187	28	55	102	42	742	0	97	1077
arco_Zotu76	3	1	0	22	5	0	9	17	0	1	0	101	51	0	1	6	9	0	0	5	0	1	1	18	1	0	0	11	18	12	0	0	70	1	0	7	2	2	1	3	0	0	1	4	1	0	15	17	1	1	3	13	3	2	0	94	28	2	1	15	134	20	5	288	684	0	814	52	8	0	794	315	36	1	14062	543	22	24	1891	796	172	12	73	46	15	22	1622	125	49	68	1791	102	15	10	1773	1688	1	5	113	229	0	1	274	3	1	21	464
arco_Zotu64	3	54	9	88	51	0	55	23	29	3	0	18	2	0	0	69	3	0	2	115	1	8	6	25	4	0	1211	426	0	45	3	0	1	0	0	10951	0	0	2	24	0	11	0	2	0	0	0	0	10	0	0	2	5	1	0	1	3	1	0	51	0	35	3	460	0	0	201	0	11	3	276	198	30	0	531	50	27	0	9084	231	623	5	710	590	30	0	713	60	19	1	261	43	5	0	234	42	1	4	68	537	7	26	49	839	155	4	499
arco_Zotu62	31	105	23	272	18	518	45	0	133	18	32	0	1668	107	10	60	76	11	42	166	11	33	16	5	57	61	1990	6	445	34	79	0	216	1590	18	12597	44	51	2	889	3	57	8	36	5	39	30	13	12	65	7	18	17	36	2	22	9	60	0	55	41	61	0	39	134	3	52	5	31	17	725	92	61	3	254	42	23	9	1325	2	543	43	129	6	36	34	589	3	13	103	28	201	87	158	39	14	452	54	126	77	140	107	2448	901	76	112	262
arco_Zotu59	0	0	0	437	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	1	0	0	0	62	0	0	1	1	0	3	0	0	0	1	0	4	0	25	180	0	0	0	2	3	0	1	0	29	0	2	0	9	0	34	420	307	1	226	7	0	1	283	8	0	0	255	1307	0	0	108	3	0	8	0	4	0	0	297	153	0	46	30004	5	0	1	103	5	0	0	5	9	0	0	0	0	0	0	0
arco_Zotu51	2	100	0	2	1	471	0	0	1	3	16	1	306	5	5	20	34	27	433	331	3	14	2	16	12	3	63	36	19	1	1	0	620	3	28	29	108	2	0	87	4	1	2	3	1	2	112	0	2	410	11	0	0	0	0	0	181	0	0	0	270	2	0	56	5123	0	213	1161	160	29	1867	52	175	10	6	7	349	17	15	10	202	6	252	368	170	77	51	132	180	562	8	711	7146	467	45	7	3	6	1909	12	1	2	12182	291	1	14	824
arco_Zotu61	36	431	0	477	22	25	3	34	79	0	0	1192	43	0	31	720	394	247	0	2532	13	30	2	518	30	0	694	887	38	0	1	0	8	0	24	15234	25	31	8	454	34	33	9	60	10	14	8	2	1	5	29	2	17	6	0	33	1	5	3	23	8	1	1	3	3	9	1	15	0	59	49	8	37	12	184	6	1	71	39	11	5	50	0	56	1	241	20	6	2	128	4	71	1	595	3	40	0	744	0	34	9	139	48	11588	8	216	0
arco_Zotu54	5	140	34	2	24	2	99	0	17	4	7	1	53	2	614	16	22	257	83	5	14	19	30	0	10	2	5	0	4	6	58	0	7	317	137	130	10	17656	3	6023	1	1552	0	0	48	4678	5	0	42	290	9	571	13	338	1	93	63	648	2	1	29	1069	64	25	11	3	0	7	554	15	1	0	8	1	11	0	12	30	0	0	19	16	0	0	43	21	0	0	117	181	0	0	0	134	28	8	26	63	0	0	2279	35	0	260	171	7	0
arco_Zotu56	3	85	1	153	7	1	9	148	1	0	19	0	12	3	24	10	76	59	0	1	1	0	0	5	38	6	3	8	658	26	5	0	182	10	404	12	641	46	1	1	15	5	71	1	11	72	4	127	35	2	21	75	16	2	0	1	93	9	0	0	2098	117	16	425	279	0	2259	347	348	39	609	213	9	7	520	1350	42	15	501	1095	27	85	55	339	13	438	930	511	110	79	13481	51	13	521	10550	34	1	16	69	48	28	4	19	0	0	179	32
