Cat_arco_metazoa_filt_luluotu	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
arco_Zotu344	233	0	101	0	191	0	26	0	10	0	0	0	12	0	0	0	22	0	0	0	60	0	2	0	3	16	0	0	0	3	0	0	37	0	0	0	3	0	2	0	5	0	0	0	15	0	1	0	19	0	0	0	1	1	11	0	0	70	30	0	0	23	26	0	3	0	0	0	7	1	0	0	10	13	0	0	448	45	0	0	106	33	0	0	10	0	0	0	27	6	0	0	10	0	0	0	0	0	0	0	1	9	0	0	0	11	0
arco_Zotu322	35	0	0	0	8	0	5	0	102	0	0	0	9	0	0	0	6	1	0	0	0	0	0	0	66	0	0	0	157	0	0	0	128	1	0	0	18	37	1	0	7	5	4	0	580	10	4	0	33	1	0	0	17	3	0	0	1	7	10	0	3	136	50	0	2	4	37	1	2	2	0	0	0	0	0	73	0	25	0	3	0	17	0	0	0	30	0	2	0	6	0	0	0	2	0	0	0	8	0	1	0	3	0	0	0	13	0
arco_Zotu349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	6	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	14	0	0	0	29	0	0	0	0	0	0	3	102	0	0	0	1379	0	1	0	16	0	0	0	3	0	0	42	5	0	0	0	0	0	0	0
arco_Zotu338	568	0	1	0	19	0	53	0	34	1	0	0	18	0	1	0	18	0	0	0	7	0	0	0	6	0	0	0	104	5	0	0	5	0	0	0	4	0	2	0	0	0	31	0	73	2	1	0	4	0	3	0	13	0	0	0	0	2	88	0	1	36	49	0	0	16	0	0	4	10	0	0	6	0	0	0	4	125	0	0	190	10	0	0	2	23	0	0	3	3	0	0	2	1	0	0	0	81	0	0	1	14	0	0	0	35	0
arco_Zotu383	1	1	1	0	2	1	0	0	0	2	4	0	4	0	0	2	3	0	2	0	0	1	0	0	4	2	0	0	11	0	0	0	9	0	6	2	4	0	4	0	2	0	3	0	3	0	0	0	0	4	0	0	0	3	0	0	4	0	0	0	5	0	0	2	3	0	26	3	39	249	11	12	45	28	5	4	100	46	6	3	47	20	0	5	49	138	13	44	65	195	14	0	106	185	24	2	0	22	4	4	1	1	0	0	0	2	0
arco_Zotu363	8	1	0	0	0	16	0	0	0	0	2	0	0	0	0	7	14	0	14	5	0	0	0	0	0	0	0	0	1	1	5	0	0	3	39	0	22	0	2	2	0	2	0	0	20	3	0	4	0	22	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	22	38	1	3	72	0	6	1	0	1	3	83	1	0	4	0	6	0	9	10	1	18	9	14	17	15	171	174	17	0	0	4	213	0	0	0	584	0	0	0	40
arco_Zotu332	0	0	0	1	1	0	0	0	6	0	1	12	4	0	5	2	7	2	2	2	3	0	45	0	5	0	0	173	0	0	2	0	1	1	37	2	0	15	21	24	0	2	2	2	5	239	20	1	1	8	0	1	3	11	0	213	31	6	4	2	5	13	22	0	6	0	0	0	172	79	0	0	4	0	7	0	6	6	3	7	20	10	0	0	2	83	0	0	10	9	0	0	9	2	2	5	0	128	0	4	3	193	0	2	1	6	0
arco_Zotu321	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	42	0	0	0	34	0	0	0	14	0	0	0	20	0	0	0	35	0	0	0	40	0	0	0	1443	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
arco_Zotu1283	0	6	2	4	0	10	1	1	1	0	0	0	1	1	25	0	1	0	12	0	0	0	0	5	7	0	1	2	6	2	0	0	2	3	6	25	4	4	3	1	0	1	5	21	0	7	1	4	0	9	1	20	1	0	0	7	5	0	0	4	14	0	0	47	3	0	144	12	24	0	45	32	5	0	40	12	4	0	27	35	11	0	8	15	7	3	420	67	71	3	112	14	79	8	184	4	0	0	29	7	4	0	0	0	1	0	62
arco_Zotu2523	1	15	19	5	4	0	32	0	20	0	0	0	3	0	34	75	1	12	12	35	0	5	12	3	5	0	4	0	1	2	2	0	8	0	4	34	3	22	2	2	0	3	3	1	18	36	3	2	18	14	4	12	30	16	1	3	3	11	7	21	0	20	10	33	10	24	3	4	11	0	0	73	24	2	0	30	6	10	0	6	32	16	29	535	2	4	5	68	22	12	0	19	3	4	0	13	3	39	0	6	14	6	0	118	5	0	9
arco_Zotu340	2	64	0	188	0	948	3	0	0	0	0	0	2	0	0	0	7	12	0	0	0	29	0	0	0	0	70	0	1	0	0	0	0	3	0	0	1	96	1	2	0	2	2	0	0	3	0	0	0	5	1	0	0	0	1	58	0	0	2	0	0	66	8	0	13	0	0	4	3	5	0	0	0	4	0	0	0	55	0	0	2	18	0	0	0	50	0	0	0	12	0	0	0	88	0	5	0	2	0	0	4	0	0	0	0	2	0
arco_Zotu327	7	2	0	0	9	0	4	0	9	8	0	0	53	0	1	0	36	0	0	0	4	10	9	4	4	0	0	0	45	1	1	0	0	0	1	0	0	0	0	0	0	7	9	3	0	1	0	0	0	0	0	0	0	7	0	0	9	0	0	0	51	8	0	11	0	0	9	0	11	6	25	25	166	0	15	0	22	1	7	0	195	0	7	6	161	29	309	0	24	3	10	0	7	0	3	0	0	0	13	0	0	79	1	0	3	314	125
arco_Zotu393	2	21	0	626	14	19	0	0	1	0	0	0	1	0	0	1	6	0	0	0	0	0	0	0	19	0	0	0	5	0	0	0	1	0	0	64	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	22	0	0	0	1	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	33	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	4	0	0	292	98	577	0	24	53
arco_Zotu311	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	63	0	0	0	78	0	0	0	25	0	0	0	27	0	0	0	1106	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	7	0	0	82	1	0	0	0	4	0	0	0	9	0	0	2	5	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0
arco_Zotu2816	0	5	1	1	0	12	19	0	10	2	2	1	0	0	10	5	4	2	13	0	1	2	1	7	0	3	0	0	1	16	0	0	2	0	7	0	2	1	0	0	0	0	1	4	1	4	1	0	2	6	0	0	4	0	0	0	0	2	0	0	3	9	0	27	0	0	57	1	71	5	32	104	27	0	41	30	28	2	25	17	242	5	6	5	21	24	434	58	85	8	77	3	143	15	57	17	0	10	7	8	7	0	1	0	0	4	48
arco_Zotu421	46	0	1	4	0	0	0	0	3	0	0	0	0	0	6	25	1	4	0	0	1	0	0	0	0	0	22	0	22	0	6	0	0	0	2	49	0	31	0	0	0	15	20	0	7	3	0	0	0	0	0	0	0	0	0	0	0	1	10	0	75	0	0	96	0	0	769	0	2	0	0	4	0	0	0	0	0	34	0	1	0	0	26	151	4	67	4	201	2	0	1	0	0	0	0	1	0	0	110	0	66	0	0	3	24	32	2
arco_Zotu336	2	0	3	1	0	0	27	0	0	43	0	0	6	0	2	0	3	2	5	1	0	8	56	0	8	2	0	0	11	8	1	0	0	0	1	1	0	0	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	29	0	0	3	0	0	0	16	14	0	2	0	0	23	1	39	13	0	11	608	0	81	87	57	2	0	8	260	3	0	2	52	101	0	39	39	22	41	1	36	3	2	31	3	1	1	0	2	33	1	0	65	10	0
arco_Zotu318	0	5	2	0	0	0	1	0	7	0	0	0	10	0	0	2	5	2	2	6	0	0	1	4	5	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	8	0	0	0	3	0	0	0	27	0	11	139	4	0	54	21	0	2	0	0	0	0	0	0	0	2	4	0	0	4	28	3	0	24	0	22	0	4	0	0	3	6	174	0	89	85	782	17	2	35	352
arco_Zotu326	2	1	0	35	3	0	0	0	0	0	0	0	6	0	0	62	43	0	0	1350	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	185	0	0	0	24	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	82	0	0	0	7	0	0	0	14	0	0	0	1	0	0	0	0	0	141	0	6	0
arco_Zotu638	2	17	0	1	3	0	5	1	0	0	0	0	15	0	0	6	5	0	0	9	0	0	0	0	18	0	0	0	0	3	0	0	3	0	0	13	5	0	8	2	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	144	0	0	3	21	7	4	19	31	0	147	24	4	19	316	19	6	1	105	122	7	0	49	22	35	6	13	9	1	6	96	31	6	7	164	126	4	14	42	16	0	0	32	19	0	28	82	74	0	5	17
arco_Zotu304	1	0	3	30	0	0	2	0	1	0	1	0	0	0	9	43	1	0	2	1400	0	0	32	0	0	0	1	0	2	0	2	0	1	0	36	166	0	0	0	20	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	72	0	0	0	28	0	0	0	0	0	158	0	0	0
arco_Zotu330	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	64	104	0	0	0	0	0	3	0	6	0	0	0	10	0	0	0	4	0	10	73	1620	0	87	0	8	0	1	0	13	0	1	0	9	0	4	0	2	0	0	0	0	0	1	0
arco_Zotu397	0	0	0	5	2	0	1	0	4	0	0	3	2	0	0	9	38	15	0	674	1	0	21	0	35	0	1	0	0	0	1	0	2	3	6	27	1	5	4	32	0	94	1	205	2	7	14	1	0	6	1	163	0	3	0	86	23	5	0	11	43	120	37	0	33	0	0	3	0	110	0	0	0	0	2	0	0	3	0	3	2	27	0	0	0	53	0	0	1	14	0	0	0	3	0	0	0	5	0	0	0	69	0	14	3	8	0
arco_Zotu539	0	7	9	2	0	3	11	1	0	0	0	0	8	0	4	3	23	0	1	10	0	2	4	2	15	2	0	0	12	4	0	0	7	3	0	20	25	1	8	0	1	11	1	0	1	7	2	0	1	2	9	0	0	0	0	0	111	5	0	0	124	4	0	8	84	0	81	254	21	12	16	41	29	1	19	60	63	4	11	23	158	1	2	0	79	15	86	39	63	12	132	8	19	39	58	2	3	0	17	12	0	16	2	53	3	10	32
arco_Zotu320	5	13	46	1	1	0	15	0	5	0	1	0	0	0	0	1	14	0	0	0	0	1	3	0	3	3	12	0	0	3	0	0	0	5	2	214	7	122	5	51	0	3	9	0	1	20	0	0	0	3	2	0	0	14	0	1	7	260	1	0	49	142	0	1	4	1	0	146	293	63	0	0	23	7	53	0	32	52	0	0	6	0	0	0	3	5	0	0	22	0	0	0	1	13	0	6	0	28	0	0	41	14	0	221	0	7	0
arco_Zotu412	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	105	0	0	0	192	260	0	0	73	35	0	0	36	23	0	0	4	6	0	0	902	28	0	0	38	42	0	0	87	17	0	0	10	11	0	0	46	0	0	0	182
arco_Zotu350	3	43	36	1	3	3	39	0	4	0	0	0	32	0	27	2	53	2	127	3	1	29	18	0	32	0	0	0	9	0	5	0	2	0	0	36	10	0	3	1	0	33	2	0	0	0	0	0	0	5	0	0	1	1	0	0	19	0	0	0	3	0	0	0	2	0	0	6	1	34	0	0	0	0	0	0	3	0	0	2	2	2	0	1	80	47	0	0	1	8	0	0	9	54	2	0	19	1	0	0	24	227	0	304	728	42	0
arco_Zotu378	9	17	0	1147	22	57	0	0	0	0	0	0	4	0	0	2	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	99	1	664	0	3	7
arco_Zotu295	0	5	0	8	0	4	8	1	2	0	1	2	0	0	0	0	4	0	49	0	0	1	0	35	0	0	0	465	0	0	4	0	0	10	0	0	0	8	0	0	0	161	2	0	0	15	0	0	0	541	0	0	0	13	1	0	0	24	0	0	1	116	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	0	43	0	1	0	2	1	10	4	15	1	0	0	1	0	10	1	0	0	0	0	2	21	0	2	4	1	24	59	517
arco_Zotu312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	31	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	1918
arco_Zotu319	0	0	1	0	2	1	1	0	51	1	19	0	12	0	0	10	9	1	0	3	5	20	3	1	0	1	16	0	27	0	155	0	0	4	16	104	2	3	6	4	0	68	30	0	0	3	6	0	2	2	6	0	3	5	1	0	6	3	2	0	87	0	7	0	21	0	131	23	26	2	61	1	1	0	0	0	4	0	0	0	3	3	17	1	55	10	0	57	1	1	6	23	1	0	1	0	0	11	713	0	2	2	261	9	28	16	42
arco_Zotu299	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1098	0	0	0	117	0	0	0	120	0	0	0	112	0	17	0	17	0	1	0	343	0	2	0	23	0	0	0	28	0	0	0	116	0	7	0	0	0	0	0	2	0	0	2	0	117	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	75	0	0	0	4	0
arco_Zotu331	61	0	0	0	32	0	0	0	9	0	0	0	87	0	0	0	13	0	0	0	14	0	0	0	2	0	0	0	6	0	0	0	49	0	0	0	3	0	6	0	1	0	8	0	29	0	73	0	27	0	5	0	8	0	1	0	3	0	36	0	3	0	20	0	37	3	0	5	0	181	0	0	0	54	0	0	0	384	0	0	0	207	0	0	0	112	0	0	0	576	0	0	0	126	0	0	0	92	0	0	0	14	0	0	0	13	0
arco_Zotu1284	0	3	1	1	0	6	3	0	0	2	0	0	0	0	8	5	3	0	8	0	0	1	7	2	4	1	0	3	7	1	0	0	5	0	0	29	7	3	0	1	0	0	0	96	0	4	0	16	0	3	0	28	2	2	0	11	0	0	0	5	5	3	0	74	2	0	182	4	28	1	118	48	18	0	59	16	12	0	50	17	43	0	3	16	12	7	499	66	117	2	208	2	139	3	195	5	0	0	24	4	0	0	0	0	0	0	34
arco_Zotu290	2	5	6	47	0	4	1	0	1	0	0	0	2	0	37	68	37	1	5	37	11	3	3	0	3	0	80	0	0	0	4	0	0	0	11	1762	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	4	0	0	0	2	0	0	0	1	0	0	1	0	0	132	1	2	0
arco_Zotu273	89	0	0	0	0	1	0	0	0	0	22	0	4	4	0	0	12	17	0	0	0	0	0	3	76	2	1	0	152	0	2	0	177	0	2	0	132	17	2	0	30	0	4	0	1168	0	2	0	10	0	0	0	17	0	0	0	2	1	23	0	7	0	0	4	11	0	15	22	25	4	3	4	0	0	0	0	3	97	6	6	1	1	0	3	0	10	4	14	0	12	5	0	2	58	20	1	0	0	4	0	5	5	0	0	0	8	17
arco_Zotu305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	37	0	0	0	22	21	0	0	0	20	0	0	0	21	0	0	37	1347	0	0	0	499	0	0	0	267	0	0	0	5	0	0	5	15	0	0	11	0	0	0	0
arco_Zotu294	0	4	0	0	2	0	0	2	1	0	1	0	15	0	0	5	15	0	0	0	0	0	0	4	46	0	0	0	11	0	0	0	0	0	0	0	1	0	7	0	0	0	1	14	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	90	0	0	16	4	0	47	11	90	0	0	3	6	0	0	7	14	0	0	16	122	0	38	1222	4	0	2	9	1	2	21	197	1	0	0	4	0	0	217	0	1	0	15	114
arco_Zotu1973	0	0	2	4	2	1	6	0	12	0	0	4	0	0	0	1	1	9	11	1	0	0	2	11	0	0	0	0	0	10	0	0	0	0	1	1	0	16	0	0	0	0	1	17	0	6	0	1	5	12	1	0	20	2	0	3	2	0	1	0	8	16	4	23	15	2	80	4	96	0	32	246	10	0	81	20	10	0	44	7	125	1	7	10	5	2	869	18	14	2	122	12	68	0	72	18	0	19	22	18	4	0	11	0	0	0	202
arco_Zotu277	0	0	0	13	0	0	0	5	0	0	0	10	0	0	0	4	0	0	0	62	0	0	0	3	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	4	0	0	44	1	0	0	10	0	0	0	0	0	0	0	0	19	0	0	0	27	0	0	6	33	0	0	923	0	0	0	2
arco_Zotu280	0	0	68	0	0	3	54	0	30	0	0	0	0	0	30	0	0	0	931	0	0	0	36	0	25	0	0	0	9	0	0	0	19	0	0	0	7	0	0	0	2	0	0	0	20	0	0	0	6	32	0	0	783	4	0	0	0	0	0	0	0	0	0	11	0	16	0	0	2	1	0	2	60	0	0	0	3	0	0	1	7	0	2	184	5	0	0	3	1	0	0	2	24	0	0	2	15	83	0	0	28	0	0	0	11	0	0
arco_Zotu1046	3	0	8	0	4	0	42	0	7	6	0	0	4	0	4	0	2	3	5	0	0	1	18	3	12	4	0	0	26	32	3	0	8	0	2	0	0	2	0	0	1	7	2	0	6	1	1	0	5	10	3	2	10	22	0	0	51	9	0	0	260	24	0	13	60	1	20	44	41	7	18	9	308	0	32	47	132	17	105	5	465	16	4	2	104	49	51	10	72	21	55	1	44	6	27	10	1	24	3	16	0	5	0	0	10	39	11
arco_Zotu1346	15	9	38	7	10	2	19	1	28	2	0	6	3	1	21	51	10	17	5	3	9	12	36	1	18	6	24	2	18	2	9	0	11	10	0	228	20	21	4	112	4	40	5	0	20	20	4	0	20	14	10	30	57	29	6	10	11	38	11	35	16	39	12	4	4	30	5	6	22	16	2	106	51	17	21	33	24	30	3	23	33	20	8	146	34	12	5	113	16	15	3	46	3	16	1	198	7	51	4	122	17	24	1	32	30	8	10
arco_Zotu631	4	0	19	0	1	1	2	0	2	0	1	1	17	8	7	0	6	0	4	0	1	5	0	0	9	14	7	0	51	2	0	0	18	5	0	3	24	9	2	0	3	3	14	3	2	2	4	1	3	0	6	1	0	0	0	0	85	14	1	0	378	4	0	20	162	4	90	163	38	5	18	13	6	6	14	56	194	3	23	34	50	0	8	10	37	48	71	26	32	11	233	5	33	28	143	12	17	3	12	12	1	6	2	0	1	31	29
arco_Zotu282	0	0	0	37	0	0	0	8	7	0	0	450	0	0	0	85	0	0	0	45	0	0	0	20	2	0	75	6	1	0	0	0	0	0	22	1665	0	0	0	17	0	0	2	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	2	13	3	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	102	0	0	0
arco_Zotu291	0	0	0	0	0	116	3	0	0	0	0	0	0	2	0	0	1	0	105	0	1	1	1	0	0	3	0	0	0	5	0	0	0	5	2	0	9	4	0	0	0	5	0	0	0	8	0	0	0	98	3	0	0	4	0	0	0	2	0	0	0	61	0	0	0	0	0	12	91	5	0	0	69	0	0	0	99	0	0	0	170	1	0	0	52	9	0	0	128	14	0	0	1414	44	0	0	0	2	0	0	0	0	0	0	3	0	0
arco_Zotu308	0	0	31	0	4	4	11	0	18	0	0	0	12	0	1	0	12	0	14	0	1	4	2	4	56	14	0	0	44	1	0	0	26	5	4	0	48	3	6	0	1	14	4	3	1	2	8	0	14	25	14	0	22	1	0	0	14	20	1	0	19	80	52	42	15	3	12	35	8	30	4	40	3	1	2	0	208	6	3	7	19	17	21	122	93	226	415	3	7	170	19	0	142	189	19	0	1	104	0	1	0	7	1	0	9	15	29
arco_Zotu296	0	112	0	10	0	4	0	2	0	0	12	0	0	0	0	1	6	3	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	47	5	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	1	0	4	0	5	0	60	0	26	0	0	0	6	0	0	0	1	0	1	0	155	1	0	0	0	0	0	0	0	0	2172	1	0	0
arco_Zotu325	0	15	1	0	0	0	1	6	0	1	1	0	25	0	8	0	2	52	4	0	0	31	0	0	5	0	0	0	2	1	8	0	177	32	3	0	36	539	4	0	6	330	0	0	1	215	28	0	0	12	4	11	0	25	1	0	1	53	1	0	0	49	0	6	40	0	5	2	110	8	4	0	7	16	6	0	8	10	3	12	4	5	0	0	237	18	7	0	51	219	4	0	2	12	136	0	0	4	0	0	37	0	0	0	32	0	0
arco_Zotu281	4	0	0	0	2	0	0	0	12	0	0	0	68	0	0	0	44	0	0	0	0	0	0	21	50	0	0	0	28	0	0	0	0	0	0	4	42	0	4	0	0	0	4	2	0	0	0	0	1	0	3	1	2	0	0	0	67	0	0	0	28	0	0	5	5	0	41	40	0	73	0	123	0	4	2	12	0	5	2	135	0	4	16	6	0	150	303	116	0	49	89	1	0	231	35	5	0	6	41	5	0	264	22	0	0	29	637
arco_Zotu298	0	8	0	16	0	0	0	6	0	0	0	2	1	0	4	0	9	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	6	15	0	0	0	0	0	0	2	0	2	0	17	0	0	2	15	0	0	0	0	4	0	0	1	22	0	0	63	10	4	86	57	1	0	67	34	2	1	63	241	2	0	58	109	8	0	4	15	3	6	80	35	54	2	1002	10	4	10	605	32	0	0	15	6	0	0	13	0	2	2	13
arco_Zotu246	0	165	1	0	0	50	1	0	0	0	4	0	0	0	0	2	0	115	22	0	0	74	2	0	0	0	1642	0	0	1	26	0	0	0	13	499	0	42	0	0	0	1	0	0	0	4	0	0	0	13	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	119	0	0	15	3	0	0
arco_Zotu266	0	11	68	0	0	0	1138	0	0	0	243	0	0	2	703	0	0	0	28	0	0	0	38	0	13	1	0	0	95	21	2	0	3	14	58	0	2	1	84	0	0	0	9	0	0	36	2	0	0	0	0	0	1	1	0	0	0	0	3	0	1	61	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	96	0	0	0	35	11	0	0	15	6	0
arco_Zotu343	1	0	27	0	15	0	23	0	0	0	0	0	113	0	0	1	14	8	1	0	2	0	5	0	7	6	0	2	17	11	0	0	172	3	0	4	18	14	5	0	0	3	6	0	1	4	29	0	18	2	6	2	3	5	0	0	66	7	2	0	153	58	41	16	1099	2	9	112	36	12	3	0	11	0	97	1	53	0	4	17	121	25	10	10	34	21	11	3	7	173	18	0	10	12	16	18	3	1	6	0	3	4	0	0	0	19	2
arco_Zotu346	2	14	35	0	8	121	0	1	0	10	12	0	21	3	0	0	34	17	41	0	1	25	1	0	36	300	0	0	41	17	4	0	61	0	2	0	77	0	0	0	0	7	3	0	11	0	7	0	2	54	11	0	4	2	0	0	4	33	4	0	27	2	1	1	43	0	7	41	12	35	1	3	15	0	0	1	94	72	0	48	12	6	2	3	74	126	4	3	4	332	2	0	476	322	101	3	2	20	0	0	0	7	0	2	2	11	0
arco_Zotu267	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	13	0	0	3	0	0	1	3	0	31	1	2493	0	0	109	0	0	0	6	0	0	0	0	40	0	0	0	8	0	0	3	6	25	0	231	0	0	0	0	0	0	0	0	0
arco_Zotu247	395	0	5	1	13	3	5	0	4	11	5	0	15	0	14	0	13	192	7	0	28	0	361	0	2	0	0	0	3	0	8	0	50	4	5	6	1	11	1	1	1	1	1	0	20	1	7	0	2	4	1	1532	2	36	1	0	0	0	42	25	0	0	0	0	1	0	0	0	10	0	0	0	30	1	0	0	0	54	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	9	0	1	8	14	0
arco_Zotu373	2	560	0	1	0	28	13	0	2	0	0	0	9	0	0	5	4	14	0	20	1	14	2	2	12	0	183	1	0	18	0	0	3	0	0	23	3	1	1	12	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	12	0	0	1	2	7	0	31	1	0	157	0	4	47	502	40	15	3	78	17	16	0	46	9	116	6	16	7	5	4	73	72	18	15	75	232	2	36	44	30	0	2	92	13	0	41	142	56	0	3	20
