Sample	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
ITS_Zotu161	0	0	1	0	0	0	0	0	0	0	0	0	92	3	0	0	16	0	0	0	0	0	0	0	0	0	1	0	4	0	2	0	52	1	0	0	20	0	0	0	5	0	0	0	0	19	0	0	1	0	11	0	1	0	0	0	0	0	1	0	13	0	1	0	180	0	0	9	0	62	0	0	0	76	0	0	0	35	1	0	0	53	0	2	0	185	0	0	0	2306	1	1	0	572	0	0	1	29	0	0	0	1	0	0	0	5	0
ITS_Zotu130	1	26	1	6	0	2	5	11	1	4	0	2	6	1	76	12	14	1	0	1	0	1	3	3	1	3	8	2	2	3	0	2	5	0	4	2	6	0	1	3	0	5	2	1	2	22	3	3	0	38	10	10	0	3	0	3	3	2	0	0	124	1	0	185	73	2	211	59	17	0	64	48	8	0	93	64	21	7	56	134	23	3	17	33	30	21	85	87	539	16	162	17	187	39	249	32	2	4	10	9	1	3	2	4	0	6	29
ITS_Zotu91	3	6	44	4	2	19	99	15	23	12	61	1	7	7	165	24	1	136	3	0	7	8	530	7	0	1	30	0	0	25	75	3	0	0	105	4	0	1	19	0	4	0	8	1	3	13	138	4	0	4	1416	582	0	10	0	182	0	2	405	0	0	7	78	1	0	3	0	1	0	2	0	6	2	3	0	10	0	3	0	86	1	19	0	1	0	32	0	0	0	39	0	3	1	64	1	1	13	0	1	0	8	0	1	39	2	3	0
ITS_Zotu76	0	0	12	0	4	3	11	0	0	6	20	2	0	0	199	0	0	0	237	0	37	0	3085	2	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	13	30	0	0	40	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	11	0	0	0	3	0	0
ITS_Zotu98	21	20	10	4	22	3	6	0	34	0	0	1	58	4	19	4	66	80	0	1	3	0	5	0	22	0	3	2	9	0	31	0	3	1	0	0	1	3	4	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	61	0	0	12	44	0	25	75	12	33	3	4	0	1	8	16	0	1	3	19	1	1	2	4	8	38	0	48	0	85	173	6	0	15	21	21	228	50	139	44	111	540	34	7	44	527	5
ITS_Zotu88	0	1	0	0	0	35	0	0	0	5	0	0	0	114	0	0	0	0	0	0	0	13	0	0	11	0	3	0	0	623	418	0	0	1	8	0	0	0	1330	0	0	0	10	0	0	7	9	0	0	0	228	0	0	0	4	0	0	0	7	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu99	0	0	0	0	2	0	0	1	0	0	0	35	3	0	0	350	0	0	0	1	1	0	0	49	0	0	0	0	1	0	0	43	0	0	0	107	0	0	5	90	0	0	1	98	0	9	54	97	1	0	5	155	5	0	0	4067	0	0	1	98	69	0	16	18	31	0	10	2	1	0	15	22	1	0	392	3	1	0	11	1	0	1	0	1	0	5	95	2	1	1	9	1	5	0	10	94	0	0	0	0	0	0	0	0	0	0	24
ITS_Zotu132	0	16	0	1	1	17	2	3	0	32	13	0	15	10	19	0	38	2	0	0	0	20	0	2	6	9	99	0	15	335	15	0	10	5	115	0	30	0	6	0	0	2	111	2	0	22	9	0	0	10	113	4	0	0	0	0	1	0	0	0	66	21	0	27	36	0	2	20	35	33	6	13	2	27	2	5	16	18	6	35	25	6	7	51	100	407	76	3	55	324	16	3	178	689	72	2	16	14	0	0	0	9	0	0	2	21	14
ITS_Zotu86	0	0	0	0	6	355	2	0	3	1	9	0	22	3	0	0	0	0	22	0	0	0	0	4	0	0	0	0	1	4	179	0	10	1	0	0	1	1	2	0	0	1	15	0	0	43	2	0	0	6	9	0	0	1	0	0	1	2	1	0	82	228	35	3	347	761	20	13	0	1	8	9	1	0	7	0	0	0	2	1	4	15	1	0	0	3	35	0	1	20	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7
ITS_Zotu101	5	0	7	2	8	9	90	0	2	5	0	1	46	2	4	0	11	0	0	3	0	1	12	4	4	8	0	2	2	84	2	1	0	0	0	0	0	0	1	0	0	0	4	7	7	0	0	0	0	7	0	4	0	9	0	0	0	5	4	0	36	83	0	31	33	0	3	1	74	10	6	206	50	2	32	30	190	50	3	19	917	3	8	25	105	51	42	11	194	29	21	18	143	18	16	21	0	1	0	5	1	29	0	8	1	100	17
ITS_Zotu105	1	2	0	3	0	0	0	2	0	22	1	8	0	0	5	1	1	0	0	11	0	0	0	53	0	0	95	4	0	0	33	0	0	0	1320	0	0	0	37	0	0	0	70	0	0	0	25	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	7	0	0	0	17	0	0	0	5	1	0	0	5	1	0	6	9	0	0	0	90	0	0	0	1	0	0	0	0	0	3	0	0	2
ITS_Zotu104	0	0	0	0	53	0	0	0	0	0	339	0	5	0	0	0	0	0	8	0	0	23	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	6	55	0	0	41	69	0	4	277	9	0	15	12	160	0	0	3	44	0	0	1	59	0	4	25	2277	2	122	9	0	3	0	0	3	1	0	1	0	0	0	0	1	0	0	52	0	0	4	2	44	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ITS_Zotu111	0	10	9	1	0	6	4	0	1	67	46	0	3	9	53	0	17	40	4	0	1	23	0	0	20	128	50	0	16	15	26	0	5	1	307	0	30	1	4	0	5	1	9	0	3	2	26	0	0	66	43	63	0	2791	2	0	0	40	0	0	116	4	0	29	38	0	7	12	91	27	0	7	2	162	1	6	24	8	0	1	15	12	0	17	58	203	23	2	94	89	5	0	86	281	14	3	6	4	0	1	3	8	0	0	0	9	2
ITS_Zotu89	60	0	4	0	25	0	3	0	1	1	0	27	3	1	0	25	0	0	0	0	34	0	0	0	7	6	0	0	5	0	0	0	4	0	0	85	12	6	0	2	1	10	0	0	12	0	0	1	260	329	0	1	630	18	0	0	7	245	1	0	59	17	3	1	2	0	1	1	4	0	3	0	13	0	60	0	26	2	2	0	26	88	0	0	3	8	1	0	1	2	2	0	12	4	1	3	4	0	0	0	0	1	0	0	0	4	0
ITS_Zotu96	3	12	1	0	1	0	0	0	0	1	0	362	4	0	0	9	0	0	0	0	17	1	0	2	1986	8	104	2	171	0	6	0	120	0	4	0	206	0	16	0	42	0	7	0	96	13	4	0	15	0	8	0	25	0	0	0	12	0	0	0	19	0	0	0	4	0	0	1	0	146	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	9	0	0	0	6	0	0	0	3	0	0	0	2	0	0	0	70	0	0	0	9	0
ITS_Zotu78	15	7	0	0	1	2	212	0	17	0	134	31	22	0	0	66	5	107	3	0	0	6	0	4	23	0	50	0	7	4	2	0	1	0	3	5	6	5	74	10	43	0	102	1	9	1155	187	1	2	1	50	0	0	0	13	3042	0	0	0	0	6	27	87	0	4	6	0	5	0	23	0	0	0	14	0	0	0	6	0	15	3	59	0	2	9	317	8	2	0	151	0	0	1	219	0	0	1	1	0	0	0	0	0	0	1	5	0
ITS_Zotu82	0	0	319	0	33	28	14	0	2	0	96	0	0	0	234	0	0	0	317	0	0	6	2	0	1	1	0	0	0	0	167	0	0	1	2	0	0	0	47	0	0	0	15	0	1	30	124	0	0	0	13	0	0	0	3	0	0	2	8	0	0	6	574	0	0	742	0	0	0	39	0	0	0	2	0	0	4	0	0	0	0	145	0	0	0	5	0	0	2	4	0	0	5	0	0	0	26	0	0	0	0	1	0	0	1	0	0
