	id1	id10	id100	id102	id106	id109	id11	id114	id115	id117	id118	id12	id123	id125	id13	id130	id131	id132	id133	id134	id135	id136	id137	id138	id14	id141	id144	id146	id147	id148	id149	id157	id16	id160	id161	id164	id166	id171	id174	id176	id178	id182	id183	id185	id187	id188	id189	id19	id196	id198	id199	id2	id20	id201	id202	id203	id204	id205	id207	id208	id209	id21	id210	id211	id216	id218	id220	id224	id226	id227	id231	id232	id237	id239	id240	id248	id249	id25	id250	id251	id253	id254	id258	id259	id26	id260	id262	id264	id265	id269	id27	id272	id276	id277	id278	id279	id282	id283	id284	id285	id286	id287	id289	id29	id290	id291	id293	id294	id295	id296	id299	id304	id306	id307	id308	id309	id31	id322	id323	id328	id330	id331	id333	id335	id341	id348	id351	id354	id355	id359	id360	id37	id38	id381	id387	id389	id394	id395	id396	id397	id398	id399	id401	id406	id407	id43	id45	id46	id48	id50	id51	id52	id53	id6	id60	id61	id66	id67	id68	id70	id71	id72	id73	id75	id78	id79	id84	id86	id9	id97
id118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9114	0	0	0	0.8063	0	0	0	0	0	0	0	0	0	0	0	0	-0.7843	0.8311	0	0	0	0	0	0	0	0	0	0	0	0	0.8465	0	0.8911	0.9042	-0.7346	-0.8917	0	-0.7548	0	0	0.8783	0	0	0	0.8364	0	0	0	0.8311	0	0	0.8827	0	0.8499	0.8467	0	0	0	0	0.8738	-0.933	-0.94	0	0.788	0.8388	0	0.8112	0	-0.8574	0	0	0.872	0	0	0	0	0	0	0	0.8046	0	0	0	0	-0.7992	0	0	0	0	0	0	0	0.8669	0	0	0	-0.9112	-0.8168	0.7892	0.8179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9117	-0.8966	-0.812	-0.9159	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.816	0	0	0	0	0	0	0	-0.8519	0	0	0	0	0	0	0	0
id123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7989	0	0	0	0	0.7457	0	0	0	0	0	0.7148	0	0	0.7368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8242	0	0.8086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id13	0	0	0	0	0	0	0	0	0	0	0	0.9114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7921	0	0	0	0	0	0	0	0	0	0.808	0.772	0	0	0	0	0.8235	0	-0.7157	-0.8459	0	-0.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8699	0	0	0.8401	0	-0.8242	0	0	0.8442	0	-0.8109	0	0.8017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8137	0	0	0	0	-0.7504	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9076	0	0	0	0	0	0	0	0
id130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7895	0	0	0	0	0	0	0	0	0	0	-0.7582	0	0	-0.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8129	0	0	0	0	0	0	0	0	0	0	0	0
id131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id132	0	0	0	0	0.7733	0	0	0	0	0.9222	0	0	0	0	0	0	0	0	0	0.9238	0	0	0	0	0	0	0	-0.8444	0	0	0.9149	0	0	-0.8095	0	0	-0.7979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8201	0	0	0	0	0	0
id133	0	0	0.8231	0	0	-0.7945	0	0	0	0	0	0.8063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8122	0	0	0	0	-0.835	-0.8545	0	0.9091	0	0	0	0	0.8557	0	0	0.9273	0	-0.8981	0.9093	0	0	0	0.8408	0	-0.7477	0	0.8286	0	0	0	0.8871	0	0.8918	0	0	0.8767	0.8638	0	0	0	0	0.8492	-0.8503	-0.8752	0	0	0	0	0.8198	0	-0.9032	0	0	0	0	0	0	0	0	0	0	0.8002	0	0	0	0	0	0	0	0	0	0	0	0	0.8331	0	0	0	-0.886	0	0	0.9142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8774	-0.805	-0.7736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id134	0	0	0	0	0	0	0	0	0	0.9245	0	0	0	0	0	0	0	0.9238	0	0	0	0	0	0	0	0	0	0	0	0	0.9294	0	0	-0.7517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9196	0	0	0	0	0	0	0	0	0	0	0	0.7511	0	0	0	0	-0.8415	0	0	0	0	0	0
id135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7863	0	0	0	0.8274	0	0	0	0	0	0.793	0	0.7854	0	0	0	0	0	0	0	-0.7959	0	0	-0.7551	0	0	0	0	0	0	-0.856	0	0	0	0	0	-0.7674	0	0	0	0	-0.8202	0	0	0	0	0	0	0	-0.8017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8358	0	0	0	0	0	0.7622	0	0	0	0	-0.8557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7214	0	0	0
id137	0	0	0	0	-0.7534	0	0	0	0	0	0	0	0.7989	0	0	-0.7895	0	0	0	0	0	0	0	0	0	0	0	0.8102	0	0	0	0	0	0.8296	0	0	0.8786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8801	0	0	0	0	0	0	0	-0.7512	0	0	0	0	0	0.7861	0	0	0	0	0
id138	0	0	0	0	0	0.7553	0	0	0.8423	0	0	0	0	0	0	0	0	0	0	0	0.7863	0	0	0	0	0	0	0	0	0.9266	0	0	0	0	0.9119	0.9118	0	0	0	0	-0.7748	-0.7996	0	-0.8874	0	-0.8576	-0.8074	0	0	0	0.8171	-0.8385	0	0	0	-0.8903	0	0	0	-0.8477	0	0	0	0	-0.8509	0	0	0	0	0	0	0	-0.9079	0	-0.8107	0.8413	0.8288	0	0	0	0	0	0	0	0	0	-0.8157	0	0	0	0	0	0	0	-0.8119	0	0	0	0	0	0	0	0	0	0	0.7849	0	0	-0.8588	0	0	0	0	-0.7861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9096	0	0	0.7951	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7617	0
id14	0.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7845	0	0	0	0	0	0	0	0	0	0
id146	0	0	0	0	-0.8064	0	0	0	0	-0.7526	0	0	0.7457	0	0	0	0	-0.8444	0	0	0.8274	0	0.8102	0	0	0	0	0	0	0	0	0	0	0.9049	0	0	0.8558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7717	0	0	0	0	0	0.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id147	0	0	0.8815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id148	0	0	0	0	0	0	0	0	0.8733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9266	0	0	0	0	0	0	0	0	0	0	0.9203	0.8998	0	0	0	0	0	0	0	-0.8595	0	0	-0.7533	0	0	0	0.7917	-0.8048	0	0	0	-0.8814	0	0	0	-0.8167	0	0	0	0	-0.8378	0	0	0	0	0	0	0	-0.8658	0	0	0.8367	0.8238	0	0	0	0	0	0	0	0	0	-0.7769	0	0	0	0	0	0	0	-0.7892	0	0	0	0	0	0	0	0	0	0	0.7943	0	0	-0.7857	0	0	0	0	-0.7879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8471	0	0	0	0	0	0	0	0	0.7503	0	0	0	0	0	0	0	0	0
id149	0	0	0	0	0	0	0	0	0	0.9408	0	0	0	0	0	0	0	0.9149	0	0.9294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9323	0	0	0	0	0	0	0	0	0	0	0	0.7352	0	0	0	0	-0.8396	0	0	0	0	0	0
id157	-0.8051	0	0	0	0	0.8265	0	0	0	0	0	-0.7843	0	0	-0.7921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9087	0	0	0	0	0.8494	0.7652	0	-0.8399	0	-0.8207	0	0	-0.8134	0	0	0	0	0.8853	0	0.873	0	0	0	0	0	0	-0.8759	0	0	0	-0.8338	-0.7782	-0.7784	-0.82	0	0	-0.8798	0	0	0	0	-0.8636	0	0.7922	0	-0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8047	0	0	0	0	0.7651	0	0	0	0	0	0	0	0	0	0	-0.776	0.7912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7942	0	0	0	0	0.8209	0	0	0.7691	0	0	0	0	0	0.7309	0	0	0	0	0	0	0	0	0.8856	0.7402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id16	0	0.8602	0	0	0	-0.8574	0	0	0	0	0	0.8311	0	0	0	0	0	0	0.8122	0	0	0	0	0	0	0	0	0	0	0	0	-0.9087	0	0	0	0	0	-0.8191	-0.8037	0	0.8626	0	0.8405	0	0	0.8745	0	0	0.8255	0	-0.9325	0.8378	-0.8902	0	0	0.8361	0	0	0	0.9295	-0.8263	0	0	0.9046	0	0.9091	0.874	0	0.8228	0.9196	0	0	0	0	0.8943	0	-0.873	0.7919	0.8338	0	0	0.8263	0	-0.8953	0	-0.7951	0.8312	0	0	0	0	0	0	0	0.8344	0	0	0	0	0	0	0	0	0	0	0	0	0.8115	0	0	0	-0.8509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8992	0	0	0	0	-0.8544	0	-0.769	-0.7969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9162	-0.7798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
