source	target	weight	sparcc
id221	id309	0.7326	-0.7326
id221	id394	0.803	-0.803
id221	id78	0.8161	0.8161
id223	id232	0.9635	0.9635
id223	id287	0.7607	0.7607
id226	id233	0.8867	0.8867
id226	id234	0.799	0.799
id226	id239	0.8701	0.8701
id226	id243	0.752	0.752
id226	id253	0.7244	-0.7244
id226	id255	0.843	-0.843
id226	id259	0.809	-0.809
id226	id278	0.7798	0.7798
id226	id285	0.7109	-0.7109
id226	id291	0.772	-0.772
id226	id320	0.8009	-0.8009
id226	id321	0.7507	-0.7507
id226	id350	0.7949	-0.7949
id226	id404	0.7351	-0.7351
id227	id245	0.8583	-0.8583
id227	id247	0.7601	-0.7601
id227	id251	0.8919	-0.8919
id227	id294	0.7852	0.7852
id227	id301	0.7295	0.7295
id227	id342	0.8363	-0.8363
id227	id343	0.7707	-0.7707
id227	id392	0.8258	-0.8258
id227	id6	0.829	-0.829
id227	id66	0.7587	0.7587
id231	id255	0.8061	-0.8061
id231	id97	0.7866	0.7866
id233	id234	0.8225	0.8225
id233	id239	0.8618	0.8618
id233	id248	0.811	-0.811
id233	id249	0.8323	-0.8323
id233	id253	0.7611	-0.7611
id233	id255	0.939	-0.939
id233	id259	0.8398	-0.8398
id233	id278	0.8116	0.8116
id233	id285	0.8286	-0.8286
id233	id290	0.7523	-0.7523
id233	id291	0.8491	-0.8491
id233	id299	0.8402	0.8402
id233	id320	0.8505	-0.8505
id233	id350	0.9014	-0.9014
id233	id404	0.8011	-0.8011
id234	id239	0.8482	0.8482
id234	id243	0.8195	0.8195
id234	id253	0.7801	-0.7801
id234	id259	0.9454	-0.9454
id234	id281	0.7612	-0.7612
id234	id299	0.9101	0.9101
id235	id247	0.7284	-0.7284
id235	id249	0.857	-0.857
id235	id251	0.922	-0.922
id235	id285	0.8322	-0.8322
id235	id287	0.7244	-0.7244
id235	id291	0.7685	-0.7685
id235	id294	0.8448	0.8448
id235	id342	0.8826	-0.8826
id235	id343	0.9014	-0.9014
id235	id392	0.8702	-0.8702
id235	id406	0.7858	-0.7858
id235	id6	0.9236	-0.9236
id235	id66	0.8576	0.8576
id235	id81	0.8419	0.8419
id235	id94	0.819	0.819
id237	id238	0.707	0.707
id237	id279	0.8069	-0.8069
id238	id279	0.7529	-0.7529
id239	id255	0.8226	-0.8226
id239	id259	0.8241	-0.8241
id239	id281	0.7959	-0.7959
id239	id299	0.823	0.823
id239	id350	0.7677	-0.7677
id240	id333	0.779	-0.779
id240	id352	0.7022	-0.7022
id241	id251	0.8417	-0.8417
id241	id304	0.8136	-0.8136
id241	id380	0.807	-0.807
id241	id386	0.7488	-0.7488
id241	id70	0.8774	0.8774
id241	id75	0.7618	0.7618
id241	id97	0.7846	0.7846
id243	id255	0.7515	-0.7515
id243	id259	0.7777	-0.7777
id243	id279	0.799	-0.799
id243	id290	0.774	-0.774
id243	id291	0.7884	-0.7884
id243	id299	0.897	0.897
id243	id57	0.7976	-0.7976
id244	id245	0.8811	0.8811
id244	id304	0.913	0.913
id244	id380	0.7905	0.7905
id244	id394	0.7903	-0.7903
id244	id6	0.8392	0.8392
id244	id65	0.8134	-0.8134
id245	id247	0.7534	0.7534
id245	id251	0.8964	0.8964
id245	id304	0.834	0.834
id245	id6	0.8769	0.8769
id245	id66	0.7922	-0.7922
id245	id90	0.8131	-0.8131
id247	id294	0.7415	-0.7415
id247	id6	0.7914	0.7914
id247	id66	0.7315	-0.7315
id248	id301	0.7373	-0.7373
id248	id364	0.7671	-0.7671
id248	id406	0.7902	0.7902
id248	id81	0.7628	-0.7628
id248	id94	0.7643	-0.7643
id249	id251	0.8323	0.8323
id249	id255	0.8946	0.8946
id249	id285	0.8225	0.8225
id249	id291	0.755	0.755
id249	id308	0.7866	-0.7866
id249	id342	0.7877	0.7877
id249	id360	0.8253	-0.8253
id249	id392	0.8386	0.8386
id249	id46	0.9195	0.9195
id249	id75	0.8758	-0.8758
id25	id257	0.7312	0.7312
id25	id283	0.9137	-0.9137
id25	id365	0.7776	-0.7776
id250	id401	0.7606	-0.7606
id251	id285	0.7733	0.7733
id251	id342	0.8512	0.8512
id251	id343	0.871	0.871
id251	id392	0.9062	0.9062
id251	id6	0.9547	0.9547
id251	id65	0.8298	-0.8298
id251	id66	0.8309	-0.8309
id251	id70	0.8234	-0.8234
id251	id75	0.8777	-0.8777
id253	id259	0.7703	0.7703
id253	id290	0.7225	0.7225
id253	id299	0.7503	-0.7503
id253	id320	0.7489	0.7489
id253	id350	0.7362	0.7362
id254	id320	0.751	-0.751
id255	id259	0.7787	0.7787
id255	id278	0.8038	-0.8038
id255	id281	0.8013	0.8013
id255	id285	0.8227	0.8227
id255	id291	0.894	0.894
id255	id299	0.8013	-0.8013
id255	id308	0.7845	-0.7845
id255	id320	0.7613	0.7613
id255	id360	0.8536	-0.8536
id255	id404	0.8445	0.8445
id255	id46	0.8132	0.8132
id257	id350	0.7692	-0.7692
id259	id278	0.7273	-0.7273
id259	id299	0.8619	-0.8619
id259	id320	0.7835	0.7835
id259	id404	0.7668	0.7668
id26	id304	0.758	0.758
id26	id393	0.7114	-0.7114
id26	id70	0.7529	-0.7529
id262	id308	0.7368	0.7368
id277	id389	0.7156	-0.7156
id277	id99	0.735	0.735
id278	id355	0.7439	0.7439
id278	id404	0.711	-0.711
id279	id290	0.7515	0.7515
id279	id291	0.8489	0.8489
id279	id294	0.8552	-0.8552
id28	id380	0.7752	0.7752
id28	id386	0.7168	0.7168
id281	id404	0.7792	0.7792
id282	id283	0.9214	0.9214
id282	id3	0.8162	-0.8162
id282	id34	0.7829	0.7829
id282	id54	0.8494	-0.8494
id282	id94	0.7995	-0.7995
id283	id94	0.763	-0.763
id285	id291	0.7464	0.7464
id285	id294	0.7813	-0.7813
id285	id308	0.7295	-0.7295
id285	id320	0.7171	0.7171
id285	id342	0.7678	0.7678
id285	id350	0.7202	0.7202
id285	id46	0.8128	0.8128
id285	id81	0.7265	-0.7265
id287	id54	0.7921	-0.7921
id287	id65	0.7956	-0.7956
id287	id94	0.7991	-0.7991
id29	id5	0.7626	0.7626
id29	id99	0.846	-0.846
id290	id299	0.8043	-0.8043
id290	id320	0.7885	0.7885
id290	id350	0.7352	0.7352
id291	id294	0.83	-0.83
id291	id299	0.8055	-0.8055
id291	id406	0.7089	0.7089
id294	id299	0.7359	0.7359
id294	id406	0.7686	-0.7686
id298	id97	0.8351	0.8351
id299	id320	0.8514	-0.8514
id3	id34	0.7126	-0.7126
id3	id54	0.7095	0.7095
id30	id33	0.7377	0.7377
id30	id78	0.7112	0.7112
id301	id308	0.7164	0.7164
id301	id320	0.7248	-0.7248
id302	id33	0.854	-0.854
id302	id383	0.803	0.803
id302	id76	0.7554	0.7554
id304	id380	0.8228	0.8228
id304	id6	0.8096	0.8096
id304	id65	0.7747	-0.7747
id308	id360	0.7584	0.7584
id309	id76	0.7681	0.7681
id309	id78	0.7909	-0.7909
id31	id383	0.8837	0.8837
id31	id76	0.834	0.834
id318	id386	0.8235	0.8235
id318	id77	0.8602	0.8602
id318	id87	0.8185	0.8185
id319	id320	0.877	0.877
id319	id321	0.7996	0.7996
id320	id321	0.9416	0.9416
id320	id350	0.8524	0.8524
id320	id354	0.8475	-0.8475
id320	id403	0.7573	0.7573
id321	id333	0.9182	0.9182
id321	id352	0.7517	0.7517
id321	id354	0.8111	-0.8111
id321	id378	0.7919	0.7919
id321	id391	0.7752	0.7752
id323	id33	0.7624	-0.7624
id327	id343	0.7465	0.7465
id33	id383	0.7727	-0.7727
id33	id76	0.8383	-0.8383
id333	id347	0.7439	-0.7439
id333	id352	0.7537	0.7537
id333	id391	0.8116	0.8116
id335	id395	0.8821	0.8821
id335	id401	0.8122	0.8122
id34	id51	0.779	-0.779
id34	id54	0.7681	-0.7681
id341	id380	0.7834	0.7834
id342	id343	0.8897	0.8897
id342	id354	0.8524	-0.8524
id342	id389	0.8574	0.8574
id342	id392	0.8983	0.8983
id342	id398	0.7853	0.7853
id342	id406	0.7712	0.7712
id342	id6	0.8949	0.8949
id342	id66	0.8042	-0.8042
id343	id380	0.8546	0.8546
id343	id389	0.8497	0.8497
id343	id392	0.8611	0.8611
id343	id6	0.9529	0.9529
id343	id66	0.8413	-0.8413
id344	id65	0.7166	-0.7166
id347	id354	0.744	0.744
id35	id50	0.8466	0.8466
id35	id76	0.8307	-0.8307
id36	id87	0.749	-0.749
id360	id75	0.799	0.799
id38	id55	0.8069	-0.8069
id38	id70	0.7971	-0.7971
id380	id6	0.8847	0.8847
id380	id65	0.8511	-0.8511
id382	id43	0.8136	0.8136
id382	id76	0.832	0.832
id383	id76	0.807	0.807
id384	id386	0.8064	0.8064
id384	id394	0.8178	-0.8178
id384	id407	0.8194	-0.8194
id386	id77	0.8417	0.8417
id386	id87	0.8841	0.8841
id389	id392	0.8987	0.8987
id389	id406	0.8739	0.8739
id389	id6	0.8088	0.8088
id389	id99	0.8429	-0.8429
id392	id406	0.8009	0.8009
id392	id46	0.7627	0.7627
id392	id6	0.8753	0.8753
id392	id75	0.8151	-0.8151
id392	id99	0.8026	-0.8026
id393	id65	0.7425	0.7425
id394	id407	0.8228	0.8228
id394	id78	0.8141	-0.8141
id395	id401	0.9254	0.9254
id398	id6	0.7815	0.7815
id40	id75	0.7104	-0.7104
id403	id404	0.7443	0.7443
id406	id99	0.8334	-0.8334
id43	id85	0.9124	0.9124
id54	id81	0.7202	0.7202
id54	id94	0.8694	0.8694
id55	id84	0.8356	0.8356
id55	id99	0.8097	0.8097
id57	id82	0.8189	0.8189
id6	id65	0.8623	-0.8623
id6	id66	0.8831	-0.8831
id65	id73	0.9029	0.9029
id70	id75	0.8276	0.8276
id75	id97	0.7948	0.7948
id77	id87	0.8858	0.8858
id81	id94	0.8115	0.8115
